YEAR;VAR1_sum;VAR2_sum;VAR3_sum;VAR1_mean;VAR2_mean;VAR3_mean
1975;1.4512501162790699;1.858204134366925;0.0454502583979328;0.7256250581395349;0.9291020671834626;0.0227251291989664
1976;1.4595689338235294;1.9544117647058825;0.0146485294117647;0.7297844669117647;0.9772058823529413;0.00732426470588235
1977;1.4998778782477404;1.644760626585862;0.189115820244511;0.7499389391238702;0.822380313292931;0.0945579101222555
1978;1.5781205045577553;1.9936974789915967;0.001313025210084;0.7890602522788777;0.9968487394957983;0.000656512605042
1979;1.4745910339615933;1.5117946894262684;0.2088148989449975;0.7372955169807967;0.7558973447131342;0.10440744947249875
1980;0.5956475319521242;0.0;0.5956475319521242;0.2978237659760621;0.0;0.2978237659760621
1981;1.3499730990643224;1.0292570677186061;0.5306571334648258;0.6749865495321612;0.5146285338593031;0.2653285667324129
1982;1.5173591229786338;1.9659595461272816;0.0093754316724223;0.7586795614893169;0.9829797730636408;0.00468771583621115
1983;1.3867551478900226;0.0;1.3867551478900226;0.6933775739450113;0.0;0.6933775739450113
1984;1.3745043354522966;0.6913849509269356;0.7464716200760699;0.6872521677261483;0.3456924754634678;0.37323581003803497
1985;1.2731391302134591;1.1565590321376455;0.44183724250856876;0.6365695651067296;0.5782795160688228;0.22091862125428438
1986;1.561315049194991;1.9901610017889086;0.0025250447227191;0.7806575245974955;0.9950805008944543;0.00126252236135955
1987;1.3810090906696417;1.0479448602564807;0.4676390165843911;0.6905045453348209;0.5239724301282404;0.23381950829219555
1988;1.3132161506256514;1.0;0.4477593261131167;0.6566080753128257;0.5;0.22387966305655835
1989;1.170147264559935;0.1203031259867382;1.0860225408466415;0.5850736322799674;0.0601515629933691;0.5430112704233208
1990;1.5875301162156643;1.8404248300747021;0.0728223450925304;0.7937650581078322;0.9202124150373511;0.0364111725462652
1991;1.4846060689347358;0.0;1.4846060689347358;0.7423030344673679;0.0;0.7423030344673679
1992;1.2983713598476472;0.2501289914000718;1.1082536535027747;0.6491856799238236;0.1250644957000359;0.5541268267513874
1993;1.5689136107920898;1.7638422818791946;0.1083242449664429;0.7844568053960449;0.8819211409395973;0.05416212248322145
1994;1.5470433314975038;1.9972640218878248;0.000485636114911;0.7735216657487519;0.9986320109439124;0.0002428180574555
1995;0.6456309761345852;0.7249119718309859;0.35680633313771515;0.3228154880672926;0.36245598591549294;0.17840316656885757
1996;1.2616973786407768;0.0;1.2616973786407768;0.6308486893203884;0.0;0.6308486893203884
1997;1.4999409311333056;0.3132181260200375;1.2404919458999368;0.7499704655666528;0.15660906301001876;0.6202459729499684
1998;1.5403523611111112;2.0;0.0;0.7701761805555556;1.0;0.0
1999;1.2474278340657992;1.7023121387283235;0.082218368657675;0.6237139170328996;0.8511560693641618;0.0411091843288375
2000;1.5720177847464805;0.7539880385307505;0.9044565999788292;0.7860088923732402;0.37699401926537524;0.4522282999894146
2001;1.5153566687172826;1.9417989417989416;0.0253142043142043;0.7576783343586413;0.9708994708994708;0.01265710215710215
2002;1.29647329944112;0.0;1.29647329944112;0.64823664972056;0.0;0.64823664972056
2003;0.8731248625836143;0.0;0.8731248625836143;0.43656243129180716;0.0;0.43656243129180716
2004;1.5196312289195952;1.873255766510717;0.0445595079425524;0.7598156144597976;0.9366278832553585;0.0222797539712762
2005;1.4658396209503415;1.4172839506172838;0.3403413580246913;0.7329198104751707;0.7086419753086419;0.17017067901234564
2006;1.2921456361346335;1.068850988997061;0.392455925347951;0.6460728180673168;0.5344254944985305;0.1962279626739755
2007;1.5123306642119743;1.5405746763498578;0.3003173350173665;0.7561653321059871;0.7702873381749289;0.15015866750868326
2008;1.4707228518796054;1.9912420382165603;0.0018264331210191;0.7353614259398027;0.9956210191082802;0.00091321656050955
2009;1.4324841965700732;1.8393636930754833;0.0501971303805364;0.7162420982850366;0.9196818465377417;0.0250985651902682
2010;1.1983032560087346;0.8;0.4916423864435171;0.5991516280043673;0.4;0.24582119322175855
2011;1.5319365025079799;0.0;1.5319365025079799;0.7659682512539899;0.0;0.7659682512539899
2012;1.2537890687319613;1.656100886162236;0.0922246080436264;0.6268945343659806;0.828050443081118;0.0461123040218132
2013;1.353128555106704;1.2473770999402332;0.3650310031467599;0.676564277553352;0.6236885499701166;0.18251550157337995
2014;1.5259317105070607;1.3833092485549132;0.4315975433526011;0.7629658552535303;0.6916546242774566;0.21579877167630054
2015;1.3508060086682427;1.0023640661938533;0.4930689519306541;0.6754030043341214;0.5011820330969267;0.24653447596532704
2016;1.4316771444012195;1.8664790494058787;0.0451879299562226;0.7158385722006098;0.9332395247029394;0.0225939649781113
