YEAR;VAR1_sum;VAR1_mean;VAR2_sum;VAR2_mean;VAR3_sum;VAR3_mean
1989;235.935;0.594294710327456;38.0;0.09571788413098237;211.70499999999998;0.5332619647355163
1990;219.034;0.6518869047619047;307.0;0.9136904761904762;7.174;0.02135119047619048
1991;236.609;0.5799240196078431;0.0;0.0;236.609;0.5799240196078431
1992;196.907;0.5114467532467533;96.0;0.24935064935064935;123.33200000000001;0.32034285714285715
1993;219.42100000000002;0.6434633431085045;209.0;0.6129032258064516;55.95;0.16407624633431087
1994;76.41400000000002;0.6644695652173914;113.0;0.9826086956521739;0.355;0.0030869565217391303
1995;105.081;0.29189166666666666;157.0;0.4361111111111111;51.403999999999996;0.14278888888888888
1996;174.77700000000002;0.4828093922651934;0.0;0.0;174.77700000000002;0.4828093922651934
1997;239.02999999999997;0.6240992167101826;89.0;0.23237597911227154;172.149;0.4494751958224543
1998;68.452;0.7282127659574468;94.0;1.0;0.0;0.0
