YEAR;VAR1_sum;VAR1_mean;VAR2_sum;VAR2_mean;VAR3_sum;VAR3_mean
1926;244.18400000000003;0.6477029177718834;339.0;0.8992042440318302;10.213000000000001;0.027090185676392577
1927;95.15;0.2840298507462687;135.0;0.40298507462686567;52.015;0.1552686567164179
1928;245.23100000000002;0.6470474934036939;205.0;0.5408970976253298;78.424;0.20692348284960424
1929;242.86700000000002;0.6822106741573034;48.0;0.1348314606741573;205.25799999999998;0.576567415730337
1930;220.653;0.5996005434782609;317.0;0.8614130434782609;14.12;0.0383695652173913
1931;117.66600000000001;0.3188780487804878;67.0;0.18157181571815717;84.855;0.22995934959349595
1932;235.62899999999996;0.6300240641711229;328.0;0.8770053475935828;13.086000000000002;0.03498930481283423
1933;92.906;0.5699754601226994;143.0;0.8773006134969326;6.220000000000001;0.03815950920245399
1934;259.82500000000005;0.6855540897097626;343.0;0.9050131926121372;9.764;0.02576253298153034
1935;101.868;0.28534453781512603;0.0;0.0;101.868;0.28534453781512603
1936;112.82499999999999;0.5756377551020407;176.0;0.8979591836734694;5.071;0.025872448979591834
1937;235.638;0.6042;0.0;0.0;235.638;0.6042
1938;171.90800000000002;0.4658753387533876;183.0;0.4959349593495935;59.75800000000001;0.16194579945799462
1939;70.104;0.5941016949152542;112.0;0.9491525423728814;1.192;0.010101694915254237
1940;232.519;0.633566757493188;116.0;0.31607629427792916;144.454;0.3936076294277929
1941;124.924;0.3460498614958449;170.0;0.4709141274238227;47.284;0.13098060941828255
1942;242.201;0.6581548913043478;332.0;0.9021739130434783;10.406;0.02827717391304348
1943;251.775;0.5994642857142858;0.0;0.0;251.775;0.5994642857142858
1944;241.85899999999998;0.603139650872818;0.0;0.0;241.85899999999998;0.603139650872818
1945;227.442;0.6016984126984127;103.0;0.2724867724867725;147.796;0.39099470899470895
1946;197.63;0.49906565656565655;187.0;0.4722222222222222;59.32;0.1497979797979798
1947;234.291;0.6655994318181818;0.0;0.0;234.291;0.6655994318181818
1948;227.96099999999998;0.6111554959785522;309.0;0.8284182305630027;17.686;0.047415549597855225
1949;181.573;0.49340489130434784;160.0;0.43478260869565216;81.18299999999999;0.22060597826086956
1950;245.139;0.6190378787878789;325.0;0.8207070707070707;19.258;0.04863131313131313
1951;109.602;0.589258064516129;171.0;0.9193548387096774;3.6830000000000003;0.019801075268817206
1952;229.723;0.673674486803519;312.0;0.9149560117302052;7.859;0.02304692082111437
1953;215.594;0.5416934673366834;0.0;0.0;215.594;0.5416934673366834
1954;192.104;0.6319210526315789;271.0;0.8914473684210527;9.744;0.03205263157894737
1955;199.23399999999998;0.6265220125786163;286.0;0.89937106918239;8.527000000000001;0.026814465408805034
1956;233.897;0.5789529702970296;0.0;0.0;233.897;0.5789529702970296
1957;103.052;0.2838898071625345;107.0;0.29476584022038566;69.807;0.19230578512396695
1958;253.94;0.6285643564356436;0.0;0.0;253.94;0.6285643564356436
1959;262.995;0.6957539682539683;344.0;0.91005291005291;8.711;0.023044973544973545
1960;62.763;0.6214158415841584;74.0;0.7326732673267327;11.022000000000002;0.10912871287128714
1961;118.112;0.3290027855153203;0.0;0.0;118.112;0.3290027855153203
1962;226.13400000000001;0.6144945652173913;134.0;0.3641304347826087;117.993;0.320633152173913
1963;253.649;0.6745984042553191;332.0;0.8829787234042553;11.892;0.03162765957446809
1964;124.351;0.34446260387811634;33.0;0.09141274238227147;109.91400000000002;0.3044709141274239
1965;191.27500000000003;0.2705445544554456;0.0;0.0;191.27500000000003;0.2705445544554456
1966;232.3;0.6129287598944592;116.0;0.30606860158311344;139.643;0.36845118733509236
1967;186.45100000000002;0.5373227665706053;0.0;0.0;186.45100000000002;0.5373227665706053
1968;242.42399999999998;0.6447446808510637;309.0;0.8218085106382979;20.714000000000002;0.0550904255319149
1969;255.30200000000005;0.6900054054054056;0.0;0.0;255.30200000000005;0.6900054054054056
1970;234.231;0.6828892128279883;304.0;0.8862973760932945;10.624;0.030973760932944606
1971;108.808;0.5467738693467337;170.0;0.8542713567839196;9.51;0.04778894472361809
1972;239.52599999999998;0.6473675675675675;243.0;0.6567567567567567;47.994;0.1297135135135135
1973;229.387;0.640745810055866;211.0;0.5893854748603352;61.47699999999999;0.1717234636871508
1974;238.387;0.6356986666666666;0.0;0.0;238.387;0.6356986666666666
1975;198.435;0.5392255434782609;176.0;0.4782608695652174;63.53;0.1726358695652174
1976;169.60200000000003;0.6078924731182797;248.0;0.8888888888888888;9.961;0.035702508960573476
1977;233.93;0.6205039787798409;33.0;0.08753315649867374;218.232;0.5788647214854111
1978;159.54100000000003;0.6619958506224067;229.0;0.950207468879668;2.5;0.01037344398340249
1979;210.132;0.6073179190751445;235.0;0.6791907514450867;43.166000000000004;0.12475722543352602
1980;101.41300000000001;0.28014640883977904;0.0;0.0;101.41300000000001;0.28014640883977904
1981;172.714;0.46933152173913045;0.0;0.0;172.714;0.46933152173913045
1982;175.253;0.6214645390070922;258.0;0.9148936170212766;5.789;0.02052836879432624
1983;211.812;0.5588707124010555;0.0;0.0;211.812;0.5588707124010555
1984;222.10199999999998;0.5594508816120907;0.0;0.0;222.10199999999998;0.5594508816120907
1985;142.727;0.3921071428571429;196.0;0.5384615384615384;41.711;0.11459065934065933
1986;209.69400000000002;0.6492074303405573;301.0;0.9318885448916409;5.645999999999999;0.01747987616099071
1987;225.91500000000002;0.6122357723577236;307.0;0.8319783197831978;17.138;0.04644444444444445
1988;116.714;0.34944311377245507;0.0;0.0;116.714;0.34944311377245507
