YEAR;VAR1_sum;VAR2_sum;VAR3_sum
1926;246.219;396.0;0.0
1927;103.219;122.0;57.980000000000004
1928;295.58700000000005;33.0;275.659
1929;305.19;0.0;305.19
1930;259.48400000000004;309.0;43.426
1931;131.84000000000003;54.0;116.87200000000001
1932;299.66400000000004;336.0;28.804999999999996
1933;312.20000000000005;393.0;0.0
1934;310.173;398.0;0.0
1935;126.81;0.0;126.81
1936;294.59299999999996;342.0;8.616
1937;219.572;0.0;219.572
1938;176.84500000000003;164.0;95.457
1939;267.49699999999996;343.0;0.0
1940;252.18099999999998;0.0;252.18099999999998
1941;126.74000000000001;172.0;59.684000000000005
1942;295.69500000000005;379.0;10.955
1943;306.78200000000004;0.0;306.78200000000004
1944;258.347;0.0;258.347
1945;269.909;180.0;142.40300000000002
1946;234.08100000000002;250.0;88.641
1947;322.69100000000003;0.0;322.69100000000003
1948;305.352;381.0;32.31
1949;186.94;141.0;108.64000000000001
1950;253.906;271.0;66.259
1951;306.725;390.0;0.0
1952;312.48499999999996;399.0;0.0
1953;249.346;39.0;231.596
1954;301.361;327.0;30.908
1955;327.627;416.0;0.0
1956;216.132;0.0;216.132
1957;73.063;81.0;50.187
1958;280.739;7.0;277.815
1959;291.94499999999994;373.0;0.43100000000000005
1960;331.049;410.0;0.0
1961;136.784;0.0;136.784
1962;234.332;127.0;153.82100000000003
1963;250.584;34.0;235.29399999999998
1964;126.46100000000001;14.0;123.593
1965;62.486000000000004;0.0;62.486000000000004
1966;272.222;105.0;189.378
1967;159.133;0.0;159.133
1968;348.24199999999996;298.0;78.195
1969;293.75;0.0;293.75
1970;289.64700000000005;193.0;110.898
1971;335.225;418.0;0.0
1972;237.30900000000003;107.0;158.197
1973;305.68000000000006;394.0;0.0
1974;265.88100000000003;0.0;265.88100000000003
1975;203.85399999999998;418.0;0.0
1976;53.41100000000001;83.0;0.0
1977;307.31600000000003;387.0;1.456
1978;296.634;375.0;0.0
1979;230.644;93.0;162.39499999999998
1980;67.929;0.0;67.929
1981;157.847;0.0;157.847
1982;293.997;376.0;0.0
1983;192.705;0.0;192.705
1984;206.41700000000003;0.0;206.41700000000003
1985;163.76;183.0;84.262
1986;305.774;384.0;0.0
1987;142.33800000000002;0.0;142.33800000000002
1988;114.06400000000002;0.0;114.06400000000002
1989;242.08200000000002;36.0;227.829
1990;289.201;336.0;11.657
1991;227.22299999999998;0.0;227.22299999999998
1992;184.82100000000003;79.0;146.51600000000002
1993;303.36;148.0;170.215
1994;266.96000000000004;345.0;0.0
1995;121.798;153.0;65.685
1996;127.34899999999999;0.0;127.34899999999999
1997;314.547;113.0;226.89100000000002
1998;266.70300000000003;339.0;0.0
1999;164.419;232.0;60.53300000000001
2000;240.727;0.0;240.727
2001;276.173;279.0;42.037
2002;146.603;0.0;146.603
2003;165.258;0.0;165.258
2004;233.00900000000001;289.0;43.313
2005;252.208;148.0;148.104
2006;180.51;160.0;104.87700000000001
2007;282.839;362.0;5.5009999999999994
2008;306.872;389.0;0.0
2009;235.511;311.0;35.433
2010;208.098;0.0;208.098
2011;253.063;0.0;253.063
2012;139.161;202.0;58.956
2013;127.21699999999998;58.0;109.258
2014;299.825;0.0;299.825
2015;119.94000000000003;0.0;119.94000000000003
2016;225.226;281.0;50.11
