PT_ID;XVAL;YVAL
41064192;633885;5036285
41064355;635515;5036285
41065144;633405;5036295
41065192;633885;5036295
41065354;635505;5036295
41066156;633525;5036305
41066157;633535;5036305
41066159;633555;5036305
41066193;633895;5036305
41066354;635505;5036305
41067159;633555;5036315
41067353;635495;5036315
41068162;633585;5036325
41068352;635485;5036325
41068353;635495;5036325
41069159;633555;5036335
41069160;633565;5036335
41069351;635475;5036335
41069352;635485;5036335
41069353;635495;5036335
41070160;633565;5036345
41070161;633575;5036345
41070350;635465;5036345
41070351;635475;5036345
41071161;633575;5036355
41071162;633585;5036355
41071163;633595;5036355
41071165;633615;5036355
41071195;633915;5036355
41071349;635455;5036355
41071350;635465;5036355
41071351;635475;5036355
41071352;635485;5036355
41072084;632805;5036365
41072165;633615;5036365
41072195;633915;5036365
41072196;633925;5036365
41072197;633935;5036365
41073165;633615;5036375
41073195;633915;5036375
41073196;633925;5036375
41073197;633935;5036375
41073198;633945;5036375
41073348;635445;5036375
41073353;635495;5036375
41074164;633605;5036385
41074165;633615;5036385
41074195;633915;5036385
41074196;633925;5036385
41074197;633935;5036385
41074198;633945;5036385
41074199;633955;5036385
41075196;633925;5036395
41075197;633935;5036395
41075198;633945;5036395
41075199;633955;5036395
41075200;633965;5036395
41076167;633635;5036405
41076168;633645;5036405
41076196;633925;5036405
41076197;633935;5036405
41076198;633945;5036405
41076199;633955;5036405
41076200;633965;5036405
41076201;633975;5036405
41076347;635435;5036405
41077090;632865;5036415
41077196;633925;5036415
41077197;633935;5036415
41077198;633945;5036415
41077199;633955;5036415
41077200;633965;5036415
41077201;633975;5036415
41078091;632875;5036425
41078198;633945;5036425
41078199;633955;5036425
41078200;633965;5036425
41078201;633975;5036425
41078202;633985;5036425
41078346;635425;5036425
41078347;635435;5036425
41079096;632925;5036435
41079169;633655;5036435
41079195;633915;5036435
41079197;633935;5036435
41079200;633965;5036435
41079201;633975;5036435
41079202;633985;5036435
41079346;635425;5036435
41080094;632905;5036445
41080195;633915;5036445
41080196;633925;5036445
41080197;633935;5036445
41080207;634035;5036445
41081172;633685;5036455
41081196;633925;5036455
41081201;633975;5036455
41081207;634035;5036455
41081213;634095;5036455
41081214;634105;5036455
41081215;634115;5036455
41082193;633895;5036465
41082194;633905;5036465
41082195;633915;5036465
41082196;633925;5036465
41082206;634025;5036465
41082215;634115;5036465
41082217;634135;5036465
41082218;634145;5036465
41082346;635425;5036465
41083193;633895;5036475
41083194;633905;5036475
41083195;633915;5036475
41083205;634015;5036475
41083207;634035;5036475
41083208;634045;5036475
41083209;634055;5036475
41083210;634065;5036475
41084174;633705;5036485
41084204;634005;5036485
41084227;634235;5036485
41085202;633985;5036495
41085203;633995;5036495
41085204;634005;5036495
41085211;634075;5036495
41085229;634255;5036495
41086173;633695;5036505
41086191;633875;5036505
41086192;633885;5036505
41086203;633995;5036505
41086209;634055;5036505
41087175;633715;5036515
41087191;633875;5036515
41087192;633885;5036515
41087203;633995;5036515
41087208;634045;5036515
41087211;634075;5036515
41087230;634265;5036515
41088174;633705;5036525
41088175;633715;5036525
41088200;633965;5036525
41088203;633995;5036525
41088346;635425;5036525
41088347;635435;5036525
41089174;633705;5036535
41089190;633865;5036535
41089199;633955;5036535
41089202;633985;5036535
41089204;634005;5036535
41089205;634015;5036535
41089207;634035;5036535
41089346;635425;5036535
41090194;633905;5036545
41090202;633985;5036545
41090345;635415;5036545
41091174;633705;5036555
41091201;633975;5036555
41091210;634065;5036555
41091345;635415;5036555
41091346;635425;5036555
41092189;633855;5036565
41092203;633995;5036565
41092237;634335;5036565
41092345;635415;5036565
41093103;632995;5036575
41093189;633855;5036575
41093200;633965;5036575
41093203;633995;5036575
41093240;634365;5036575
41094104;633005;5036585
41094105;633015;5036585
41094198;633945;5036585
41094239;634355;5036585
41094240;634365;5036585
41094343;635395;5036585
41095104;633005;5036595
41095177;633735;5036595
41095198;633945;5036595
41095209;634055;5036595
41095241;634375;5036595
41095344;635405;5036595
41096104;633005;5036605
41096105;633015;5036605
41096175;633715;5036605
41096203;633995;5036605
41096206;634025;5036605
41096343;635395;5036605
41097188;633845;5036615
41097206;634025;5036615
41097207;634035;5036615
41097242;634385;5036615
41097343;635395;5036615
41098105;633015;5036625
41098178;633745;5036625
41098192;633885;5036625
41098197;633935;5036625
41098202;633985;5036625
41098203;633995;5036625
41098206;634025;5036625
41098207;634035;5036625
41099106;633025;5036635
41099199;633955;5036635
41099202;633985;5036635
41099206;634025;5036635
41099207;634035;5036635
41100106;633025;5036645
41100206;634025;5036645
41100207;634035;5036645
41100209;634055;5036645
41101106;633025;5036655
41101107;633035;5036655
41101177;633735;5036655
41101188;633845;5036655
41101206;634025;5036655
41101207;634035;5036655
41101209;634055;5036655
41101247;634435;5036655
41102176;633725;5036665
41102177;633735;5036665
41102189;633855;5036665
41102192;633885;5036665
41102201;633975;5036665
41102206;634025;5036665
41102207;634035;5036665
41103107;633035;5036675
41103180;633765;5036675
41103187;633835;5036675
41103188;633845;5036675
41103189;633855;5036675
41104187;633835;5036685
41104188;633845;5036685
41104189;633855;5036685
41104193;633895;5036685
41104194;633905;5036685
41104200;633965;5036685
41104249;634455;5036685
41105178;633745;5036695
41105181;633775;5036695
41105187;633835;5036695
41105190;633865;5036695
41105194;633905;5036695
41105209;634055;5036695
41105249;634455;5036695
41106185;633815;5036705
41106186;633825;5036705
41106189;633855;5036705
41106190;633865;5036705
41106191;633875;5036705
41106195;633915;5036705
41106204;634005;5036705
41106205;634015;5036705
41106209;634055;5036705
41106250;634465;5036705
41107185;633815;5036715
41107186;633825;5036715
41107187;633835;5036715
41107188;633845;5036715
41107189;633855;5036715
41107190;633865;5036715
41107191;633875;5036715
41107192;633885;5036715
41107193;633895;5036715
41107197;633935;5036715
41107198;633945;5036715
41107199;633955;5036715
41107203;633995;5036715
41107204;634005;5036715
41107205;634015;5036715
41107339;635355;5036715
41108183;633795;5036725
41108184;633805;5036725
41108185;633815;5036725
41108186;633825;5036725
41108187;633835;5036725
41108188;633845;5036725
41108189;633855;5036725
41108190;633865;5036725
41108194;633905;5036725
41108199;633955;5036725
41108200;633965;5036725
41108203;633995;5036725
41108204;634005;5036725
41108205;634015;5036725
41108206;634025;5036725
41108341;635375;5036725
41109110;633065;5036735
41109111;633075;5036735
41109187;633835;5036735
41109188;633845;5036735
41109189;633855;5036735
41109194;633905;5036735
41109195;633915;5036735
41109196;633925;5036735
41109199;633955;5036735
41109200;633965;5036735
41109201;633975;5036735
41109202;633985;5036735
41109203;633995;5036735
41109204;634005;5036735
41109205;634015;5036735
41109206;634025;5036735
41109252;634485;5036735
41110111;633075;5036745
41110182;633785;5036745
41110183;633795;5036745
41110187;633835;5036745
41110189;633855;5036745
41110196;633925;5036745
41110197;633935;5036745
41110201;633975;5036745
41110203;633995;5036745
41110204;634005;5036745
41110205;634015;5036745
41110206;634025;5036745
41110208;634045;5036745
41110339;635355;5036745
41111113;633095;5036755
41111180;633765;5036755
41111181;633775;5036755
41111182;633785;5036755
41111183;633795;5036755
41111186;633825;5036755
41111188;633845;5036755
41111189;633855;5036755
41111197;633935;5036755
41111198;633945;5036755
41111201;633975;5036755
41111202;633985;5036755
41111203;633995;5036755
41111204;634005;5036755
41111205;634015;5036755
41111206;634025;5036755
41111338;635345;5036755
41112112;633085;5036765
41112113;633095;5036765
41112181;633775;5036765
41112182;633785;5036765
41112183;633795;5036765
41112184;633805;5036765
41112185;633815;5036765
41112188;633845;5036765
41112199;633955;5036765
41112202;633985;5036765
41112203;633995;5036765
41112204;634005;5036765
41112205;634015;5036765
41112208;634045;5036765
41112338;635345;5036765
41113181;633775;5036775
41113182;633785;5036775
41113185;633815;5036775
41113188;633845;5036775
41113198;633945;5036775
41113199;633955;5036775
41113200;633965;5036775
41113201;633975;5036775
41113202;633985;5036775
41113203;633995;5036775
41113204;634005;5036775
41113205;634015;5036775
41113254;634505;5036775
41113337;635335;5036775
41114115;633115;5036785
41114181;633775;5036785
41114187;633835;5036785
41114198;633945;5036785
41114199;633955;5036785
41114200;633965;5036785
41114201;633975;5036785
41114202;633985;5036785
41114203;633995;5036785
41114204;634005;5036785
41114205;634015;5036785
41114256;634525;5036785
41114334;635305;5036785
41115181;633775;5036795
41115187;633835;5036795
41115198;633945;5036795
41115199;633955;5036795
41115200;633965;5036795
41115201;633975;5036795
41115202;633985;5036795
41115203;633995;5036795
41115205;634015;5036795
41115206;634025;5036795
41116115;633115;5036805
41116187;633835;5036805
41116198;633945;5036805
41116199;633955;5036805
41116200;633965;5036805
41116201;633975;5036805
41116202;633985;5036805
41116203;633995;5036805
41116204;634005;5036805
41116205;634015;5036805
41116207;634035;5036805
41116331;635275;5036805
41117118;633145;5036815
41117182;633785;5036815
41117185;633815;5036815
41117187;633835;5036815
41117198;633945;5036815
41117199;633955;5036815
41117200;633965;5036815
41117201;633975;5036815
41117202;633985;5036815
41117203;633995;5036815
41117204;634005;5036815
41117205;634015;5036815
41117206;634025;5036815
41117257;634535;5036815
41117330;635265;5036815
41118118;633145;5036825
41118182;633785;5036825
41118183;633795;5036825
41118184;633805;5036825
41118185;633815;5036825
41118187;633835;5036825
41118198;633945;5036825
41118199;633955;5036825
41118200;633965;5036825
41118201;633975;5036825
41118202;633985;5036825
41118203;633995;5036825
41118204;634005;5036825
41118205;634015;5036825
41118206;634025;5036825
41118258;634545;5036825
41119118;633145;5036835
41119182;633785;5036835
41119184;633805;5036835
41119185;633815;5036835
41119187;633835;5036835
41119197;633935;5036835
41119198;633945;5036835
41119199;633955;5036835
41119200;633965;5036835
41119205;634015;5036835
41119206;634025;5036835
41120119;633155;5036845
41120181;633775;5036845
41120183;633795;5036845
41120184;633805;5036845
41120187;633835;5036845
41120197;633935;5036845
41120198;633945;5036845
41120199;633955;5036845
41120204;634005;5036845
41120205;634015;5036845
41120206;634025;5036845
41121180;633765;5036855
41121183;633795;5036855
41121187;633835;5036855
41121197;633935;5036855
41121198;633945;5036855
41121200;633965;5036855
41121260;634565;5036855
41121261;634575;5036855
41122121;633175;5036865
41122180;633765;5036865
41122183;633795;5036865
41122184;633805;5036865
41122187;633835;5036865
41122197;633935;5036865
41122198;633945;5036865
41122261;634575;5036865
41122262;634585;5036865
41123120;633165;5036875
41123121;633175;5036875
41123123;633195;5036875
41123124;633205;5036875
41123179;633755;5036875
41123180;633765;5036875
41123181;633775;5036875
41123182;633785;5036875
41123183;633795;5036875
41123184;633805;5036875
41123187;633835;5036875
41123196;633925;5036875
41123197;633935;5036875
41123198;633945;5036875
41123201;633975;5036875
41123202;633985;5036875
41123262;634585;5036875
41124121;633175;5036885
41124122;633185;5036885
41124123;633195;5036885
41124126;633225;5036885
41124179;633755;5036885
41124180;633765;5036885
41124182;633785;5036885
41124196;633925;5036885
41124197;633935;5036885
41124198;633945;5036885
41124199;633955;5036885
41124200;633965;5036885
41124201;633975;5036885
41124263;634595;5036885
41125122;633185;5036895
41125125;633215;5036895
41125126;633225;5036895
41125181;633775;5036895
41125182;633785;5036895
41125186;633825;5036895
41125195;633915;5036895
41125196;633925;5036895
41125197;633935;5036895
41125198;633945;5036895
41125199;633955;5036895
41125201;633975;5036895
41125202;633985;5036895
41125205;634015;5036895
41125263;634595;5036895
41126181;633775;5036905
41126182;633785;5036905
41126183;633795;5036905
41126186;633825;5036905
41126195;633915;5036905
41126196;633925;5036905
41126197;633935;5036905
41126198;633945;5036905
41126201;633975;5036905
41126202;633985;5036905
41126205;634015;5036905
41127129;633255;5036915
41127130;633265;5036915
41127131;633275;5036915
41127181;633775;5036915
41127182;633785;5036915
41127183;633795;5036915
41127194;633905;5036915
41127195;633915;5036915
41127196;633925;5036915
41127197;633935;5036915
41127200;633965;5036915
41127201;633975;5036915
41127202;633985;5036915
41127205;634015;5036915
41128180;633765;5036925
41128181;633775;5036925
41128184;633805;5036925
41128185;633815;5036925
41128194;633905;5036925
41128196;633925;5036925
41128197;633935;5036925
41129180;633765;5036935
41129181;633775;5036935
41129182;633785;5036935
41129194;633905;5036935
41129195;633915;5036935
41129196;633925;5036935
41129267;634635;5036935
41130180;633765;5036945
41130181;633775;5036945
41130182;633785;5036945
41130184;633805;5036945
41130193;633895;5036945
41130195;633915;5036945
41130196;633925;5036945
41130199;633955;5036945
41131136;633325;5036955
41131181;633775;5036955
41131182;633785;5036955
41131183;633795;5036955
41131184;633805;5036955
41131193;633895;5036955
41131195;633915;5036955
41131199;633955;5036955
41132134;633305;5036965
41132136;633325;5036965
41132181;633775;5036965
41132182;633785;5036965
41132183;633795;5036965
41132193;633895;5036965
41132194;633905;5036965
41132195;633915;5036965
41132196;633925;5036965
41132199;633955;5036965
41133134;633305;5036975
41133135;633315;5036975
41133136;633325;5036975
41133182;633785;5036975
41133183;633795;5036975
41133194;633905;5036975
41133195;633915;5036975
41133199;633955;5036975
41133201;633975;5036975
41134181;633775;5036985
41134182;633785;5036985
41134192;633885;5036985
41134194;633905;5036985
41134195;633915;5036985
41134199;633955;5036985
41134200;633965;5036985
41134201;633975;5036985
41135136;633325;5036995
41135181;633775;5036995
41135182;633785;5036995
41135194;633905;5036995
41135195;633915;5036995
41135199;633955;5036995
41135200;633965;5036995
41135201;633975;5036995
41135202;633985;5036995
41136180;633765;5037005
41136181;633775;5037005
41136193;633895;5037005
41136194;633905;5037005
41136199;633955;5037005
41136200;633965;5037005
41136201;633975;5037005
41136202;633985;5037005
41136272;634685;5037005
41136325;635215;5037005
41137148;633445;5037015
41137152;633485;5037015
41137180;633765;5037015
41137193;633895;5037015
41137194;633905;5037015
41137199;633955;5037015
41137200;633965;5037015
41137203;633995;5037015
41137325;635215;5037015
41138139;633355;5037025
41138140;633365;5037025
41138146;633425;5037025
41138147;633435;5037025
41138155;633515;5037025
41138191;633875;5037025
41138192;633885;5037025
41138193;633895;5037025
41138325;635215;5037025
41139138;633345;5037035
41139139;633355;5037035
41139140;633365;5037035
41139191;633875;5037035
41139192;633885;5037035
41139193;633895;5037035
41139194;633905;5037035
41139203;633995;5037035
41139275;634715;5037035
41139324;635205;5037035
41139325;635215;5037035
41140161;633575;5037045
41140191;633875;5037045
41140192;633885;5037045
41140193;633895;5037045
41140194;633905;5037045
41140199;633955;5037045
41140200;633965;5037045
41140201;633975;5037045
41140324;635205;5037045
41141155;633515;5037055
41141191;633875;5037055
41141192;633885;5037055
41141193;633895;5037055
41141201;633975;5037055
41141202;633985;5037055
41141203;633995;5037055
41141323;635195;5037055
41141324;635205;5037055
41142154;633505;5037065
41142155;633515;5037065
41142166;633625;5037065
41142191;633875;5037065
41142192;633885;5037065
41142193;633895;5037065
41142200;633965;5037065
41142322;635185;5037065
41142323;635195;5037065
41143138;633345;5037075
41143139;633355;5037075
41143154;633505;5037075
41143157;633535;5037075
41143158;633545;5037075
41143159;633555;5037075
41143168;633645;5037075
41143190;633865;5037075
41143191;633875;5037075
41143192;633885;5037075
41143193;633895;5037075
41143199;633955;5037075
41143201;633975;5037075
41143323;635195;5037075
41144139;633355;5037085
41144157;633535;5037085
41144160;633565;5037085
41144168;633645;5037085
41144169;633655;5037085
41144190;633865;5037085
41144191;633875;5037085
41144192;633885;5037085
41144193;633895;5037085
41144199;633955;5037085
41144200;633965;5037085
41144280;634765;5037085
41145139;633355;5037095
41145160;633565;5037095
41145169;633655;5037095
41145190;633865;5037095
41145191;633875;5037095
41145192;633885;5037095
41145193;633895;5037095
41145199;633955;5037095
41145200;633965;5037095
41145280;634765;5037095
41145281;634775;5037095
41146138;633345;5037105
41146139;633355;5037105
41146140;633365;5037105
41146168;633645;5037105
41146169;633655;5037105
41146172;633685;5037105
41146190;633865;5037105
41146191;633875;5037105
41146192;633885;5037105
41146193;633895;5037105
41146198;633945;5037105
41146200;633965;5037105
41146281;634775;5037105
41146320;635165;5037105
41146321;635175;5037105
41147139;633355;5037115
41147140;633365;5037115
41147165;633615;5037115
41147166;633625;5037115
41147170;633665;5037115
41147171;633675;5037115
41147190;633865;5037115
41147191;633875;5037115
41147192;633885;5037115
41147193;633895;5037115
41147198;633945;5037115
41147201;633975;5037115
41147203;633995;5037115
41147320;635165;5037115
41148140;633365;5037125
41148141;633375;5037125
41148164;633605;5037125
41148165;633615;5037125
41148166;633625;5037125
41148176;633725;5037125
41148177;633735;5037125
41148190;633865;5037125
41148191;633875;5037125
41148192;633885;5037125
41148193;633895;5037125
41148198;633945;5037125
41148203;633995;5037125
41148320;635165;5037125
41149141;633375;5037135
41149142;633385;5037135
41149143;633395;5037135
41149144;633405;5037135
41149177;633735;5037135
41149190;633865;5037135
41149191;633875;5037135
41149192;633885;5037135
41149193;633895;5037135
41149198;633945;5037135
41149202;633985;5037135
41150142;633385;5037145
41150143;633395;5037145
41150174;633705;5037145
41150189;633855;5037145
41150190;633865;5037145
41150191;633875;5037145
41150192;633885;5037145
41150193;633895;5037145
41150198;633945;5037145
41150201;633975;5037145
41150202;633985;5037145
41151145;633415;5037155
41151173;633695;5037155
41151189;633855;5037155
41151190;633865;5037155
41151191;633875;5037155
41151192;633885;5037155
41151193;633895;5037155
41151198;633945;5037155
41151202;633985;5037155
41152144;633405;5037165
41152172;633685;5037165
41152176;633725;5037165
41152177;633735;5037165
41152189;633855;5037165
41152190;633865;5037165
41152191;633875;5037165
41152192;633885;5037165
41152193;633895;5037165
41152198;633945;5037165
41152202;633985;5037165
41153175;633715;5037175
41153176;633725;5037175
41153177;633735;5037175
41153178;633745;5037175
41153189;633855;5037175
41153190;633865;5037175
41153191;633875;5037175
41153193;633895;5037175
41153198;633945;5037175
41153199;633955;5037175
41153201;633975;5037175
41153202;633985;5037175
41154176;633725;5037185
41154177;633735;5037185
41154178;633745;5037185
41154179;633755;5037185
41154189;633855;5037185
41154190;633865;5037185
41154191;633875;5037185
41154198;633945;5037185
41154199;633955;5037185
41154202;633985;5037185
41155176;633725;5037195
41155177;633735;5037195
41155178;633745;5037195
41155180;633765;5037195
41155189;633855;5037195
41155190;633865;5037195
41155199;633955;5037195
41155202;633985;5037195
41155287;634835;5037195
41156177;633735;5037205
41156178;633745;5037205
41156181;633775;5037205
41156202;633985;5037205
41156287;634835;5037205
41156288;634845;5037205
41156317;635135;5037205
41157179;633755;5037215
41157181;633775;5037215
41157288;634845;5037215
41158180;633765;5037225
41158181;633775;5037225
41158288;634845;5037225
41159288;634845;5037235
41159289;634855;5037235
41160288;634845;5037245
41160289;634855;5037245
41161187;633835;5037255
41161198;633945;5037255
41161288;634845;5037255
41161289;634855;5037255
41161290;634865;5037255
41162186;633825;5037265
41162188;633845;5037265
41162189;633855;5037265
41162289;634855;5037265
41162290;634865;5037265
41163188;633845;5037275
41163201;633975;5037275
41163290;634865;5037275
41164187;633835;5037285
41166189;633855;5037305
41166192;633885;5037305
41166200;633965;5037305
41166323;635195;5037305
41167191;633875;5037315
41167193;633895;5037315
41167194;633905;5037315
41167292;634885;5037315
41168191;633875;5037325
41168193;633895;5037325
41168194;633905;5037325
41168195;633915;5037325
41169192;633885;5037335
41169193;633895;5037335
41169194;633905;5037335
41169324;635205;5037335
41171205;634015;5037355
41171206;634025;5037355
41172199;633955;5037365
41172200;633965;5037365
41172204;634005;5037365
41172205;634015;5037365
41173198;633945;5037375
41173199;633955;5037375
41173202;633985;5037375
41173204;634005;5037375
41173205;634015;5037375
41174202;633985;5037385
41174203;633995;5037385
41174204;634005;5037385
41174205;634015;5037385
41175199;633955;5037395
41175200;633965;5037395
41175201;633975;5037395
41175202;633985;5037395
41176200;633965;5037405
41177208;634045;5037415
41178200;633965;5037425
41178201;633975;5037425
41178202;633985;5037425
41178203;633995;5037425
41178209;634055;5037425
41179201;633975;5037435
41179210;634065;5037435
41179211;634075;5037435
41180211;634075;5037445
41182205;634015;5037465
41182270;634665;5037465
41183271;634675;5037475
41184207;634035;5037485
41184210;634065;5037485
41184211;634075;5037485
41185210;634065;5037495
41185212;634085;5037495
41186205;634015;5037505
41186212;634085;5037505
41186219;634155;5037505
41186220;634165;5037505
41187217;634135;5037515
41187218;634145;5037515
41187219;634155;5037515
41187220;634165;5037515
41187221;634175;5037515
41187222;634185;5037515
41188218;634145;5037525
41188219;634155;5037525
41188221;634175;5037525
41188222;634185;5037525
41188223;634195;5037525
41189219;634155;5037535
41189222;634185;5037535
41189223;634195;5037535
41189224;634205;5037535
41190220;634165;5037545
41190221;634175;5037545
41190222;634185;5037545
41190275;634715;5037545
41191216;634125;5037555
41191221;634175;5037555
41191222;634185;5037555
41191225;634215;5037555
41191226;634225;5037555
41191276;634725;5037555
41192216;634125;5037565
41192217;634135;5037565
41192222;634185;5037565
41192223;634195;5037565
41192224;634205;5037565
41192277;634735;5037565
41193217;634135;5037575
41193218;634145;5037575
41193223;634195;5037575
41193224;634205;5037575
41193225;634215;5037575
41194217;634135;5037585
41194218;634145;5037585
41194224;634205;5037585
41194225;634215;5037585
41194226;634225;5037585
41194341;635375;5037585
41195217;634135;5037595
41195225;634215;5037595
41196221;634175;5037605
41196281;634775;5037605
41196284;634805;5037605
41197222;634185;5037615
41197227;634235;5037615
41197228;634245;5037615
41197285;634815;5037615
41198223;634195;5037625
41198228;634245;5037625
41198229;634255;5037625
41198285;634815;5037625
41199225;634215;5037635
41199229;634255;5037635
41199230;634265;5037635
41200230;634265;5037645
41201227;634235;5037655
41201235;634315;5037655
41202232;634285;5037665
41202235;634315;5037665
41202236;634325;5037665
41202237;634335;5037665
41203227;634235;5037675
41203230;634265;5037675
41203236;634325;5037675
41203237;634335;5037675
41203238;634345;5037675
41203346;635425;5037675
41204231;634275;5037685
41204232;634285;5037685
41204235;634315;5037685
41204236;634325;5037685
41204237;634335;5037685
41204241;634375;5037685
41205237;634335;5037695
41205240;634365;5037695
41205241;634375;5037695
41205292;634885;5037695
41206234;634305;5037705
41206238;634345;5037705
41206239;634355;5037705
41206240;634365;5037705
41206244;634405;5037705
41207245;634415;5037715
41208244;634405;5037725
41208252;634485;5037725
41208253;634495;5037725
41208254;634505;5037725
41208255;634515;5037725
41208294;634905;5037725
41209251;634475;5037735
41209252;634485;5037735
41209254;634505;5037735
41209255;634515;5037735
41209256;634525;5037735
41209292;634885;5037735
41209295;634915;5037735
41210244;634405;5037745
41210245;634415;5037745
41210254;634505;5037745
41210255;634515;5037745
41210256;634525;5037745
41210257;634535;5037745
41210293;634895;5037745
41210296;634925;5037745
41211253;634495;5037755
41211256;634525;5037755
41211257;634535;5037755
41211258;634545;5037755
41211294;634905;5037755
41212247;634435;5037765
41212248;634445;5037765
41212249;634455;5037765
41212255;634515;5037765
41212256;634525;5037765
41212257;634535;5037765
41212258;634545;5037765
41212259;634555;5037765
41212260;634565;5037765
41212261;634575;5037765
41212266;634625;5037765
41213240;634365;5037775
41213241;634375;5037775
41213242;634385;5037775
41213249;634455;5037775
41213251;634475;5037775
41213257;634535;5037775
41213258;634545;5037775
41213259;634555;5037775
41213263;634595;5037775
41213267;634635;5037775
41213268;634645;5037775
41213295;634915;5037775
41213298;634945;5037775
41213350;635465;5037775
41214242;634385;5037785
41214243;634395;5037785
41214251;634475;5037785
41214252;634485;5037785
41214258;634545;5037785
41214259;634555;5037785
41214263;634595;5037785
41214264;634605;5037785
41214269;634655;5037785
41215246;634425;5037795
41215252;634485;5037795
41215260;634565;5037795
41215261;634575;5037795
41215262;634585;5037795
41215263;634595;5037795
41215264;634605;5037795
41215265;634615;5037795
41215266;634625;5037795
41216244;634405;5037805
41216245;634415;5037805
