YEAR;VAR1;VAR2;VAR3
1926;1.5014362026070271;1.9670588235294115;0.0133536134453781
1927;1.0704504231081888;0.8142424340090888;0.656140880881526
1928;1.4926523848594704;0.506159945077486;1.057392124563592
1929;1.5102377387693031;0.0927075252133436;1.437691578955494
1930;1.5181642178383066;1.750083965272943;0.109560628642691
1931;0.6967379168187957;0.1709546377792823;0.6081366981322689
1932;1.5127332228666115;1.9158760278304872;0.0330847564832384
1933;1.4435648762526103;1.9869024230517356;0.0040733464309102
1934;1.4910730683754094;1.971830985915493;0.0075647543799381
1935;1.1973576626904807;0.9331797235023042;0.3953461419531535
1936;1.52989646375293;1.2927183298763905;0.47559675757676456
1937;1.449664004582384;0.0;1.449664004582384
1938;1.3704785236725678;0.5321815571575417;1.0488974344180875
1939;1.518504218351919;1.9942363112391932;0.0011450528338136
1940;1.4782966628924221;0.8449887607993063;0.7289296837233415
1941;1.3079961981335133;1.6356483065343825;0.1015261717413616
1942;1.5213542507526618;1.9605802585935037;0.0150189214758751
1943;1.4873004042396873;0.9632414202665726;0.6828146747668316
1944;1.4843626329109925;1.065010732904017;0.6410088929776142
1945;1.469692250956445;1.4187757504414362;0.3454823425544438
1946;1.3252944546776213;1.5145781637717122;0.1653877171215881
1947;1.516897534785239;0.0;1.516897534785239
1948;1.539169295650141;1.5098233463376145;0.32931112413974484
1949;1.3898176585145832;1.4272331883573102;0.2677959183673469
1950;1.5259356634634744;1.83463827121829;0.0641202630754776
1951;1.3042185595189286;1.988929889298893;0.0027180811808118
1952;1.547407004198188;1.986284289276808;0.0037348295926849
1953;1.3689162196039342;1.0435806831566548;0.5762467608951708
1954;1.545044142614601;1.9847926267281106;0.0044903225806451
1955;1.5093698846224692;1.9857461024498888;0.0037982182628062
1956;1.4787115849124284;0.0;1.4787115849124284
1957;0.5942976725834916;0.5541635555253868;0.4238569780070595
1958;1.5662109443402126;0.8487179487179487;0.8144840212632896
1959;1.528778697415582;1.9502923976608189;0.0223369883040935
1960;1.5413398557220301;1.9675758739915485;0.0134865411704443
1961;1.2147291313055342;0.9334600760456274;0.4064781807351918
1962;1.536543007898743;1.1623012362210372;0.48825931629245267
1963;1.5153665342764977;1.2010484119642306;0.5657971014492754
1964;0.7853285990679466;0.2040568306294276;0.6785134476902834
1965;0.5841662504570093;0.0;0.5841662504570093
1966;1.55325300498513;1.2602708658721837;0.4654846602052532
1967;1.5107784320545947;0.0;1.5107784320545947
1968;1.5977720895856358;1.8410304743952246;0.0746088595664467
1969;1.4663393572604368;0.9083721198514503;0.7639876652216933
1970;1.507410400571838;1.9103641456582632;0.0330136054421768
1971;1.3089427067669175;1.9781954887218043;0.0071503759398496
1972;1.4703569727558885;1.4816465863453816;0.22205571909258648
1973;1.4793867075664622;1.242514632254425;0.5094011917354205
1974;1.5140846138637534;0.2065217391304347;1.336409342124623
1975;1.4512501162790699;1.858204134366925;0.0454502583979328
1976;1.4595689338235294;1.9544117647058825;0.0146485294117647
1977;1.4998778782477404;1.644760626585862;0.189115820244511
1978;1.5781205045577553;1.9936974789915967;0.001313025210084
1979;1.4745910339615933;1.5117946894262684;0.2088148989449975
1980;0.5956475319521242;0.0;0.5956475319521242
1981;1.3499730990643224;1.0292570677186061;0.5306571334648258
1982;1.5173591229786338;1.9659595461272816;0.0093754316724223
1983;1.3867551478900226;0.0;1.3867551478900226
1984;1.3745043354522966;0.6913849509269356;0.7464716200760699
1985;1.2731391302134591;1.1565590321376455;0.44183724250856876
1986;1.561315049194991;1.9901610017889086;0.0025250447227191
1987;1.3810090906696417;1.0479448602564807;0.4676390165843911
1988;1.3132161506256514;1.0;0.4477593261131167
1989;1.170147264559935;0.1203031259867382;1.0860225408466415
1990;1.5875301162156643;1.8404248300747021;0.0728223450925304
1991;1.4846060689347358;0.0;1.4846060689347358
1992;1.2983713598476472;0.2501289914000718;1.1082536535027747
1993;1.5689136107920898;1.7638422818791946;0.1083242449664429
1994;1.5470433314975038;1.9972640218878248;0.000485636114911
1995;0.6456309761345852;0.7249119718309859;0.35680633313771515
1996;1.2616973786407768;0.0;1.2616973786407768
1997;1.4999409311333056;0.3132181260200375;1.2404919458999368
1998;1.5403523611111112;2.0;0.0
1999;1.2474278340657992;1.7023121387283235;0.082218368657675
2000;1.5720177847464805;0.7539880385307505;0.9044565999788292
2001;1.5153566687172826;1.9417989417989416;0.0253142043142043
2002;1.29647329944112;0.0;1.29647329944112
2003;0.8731248625836143;0.0;0.8731248625836143
2004;1.5196312289195952;1.873255766510717;0.0445595079425524
2005;1.4658396209503415;1.4172839506172838;0.3403413580246913
2006;1.2921456361346335;1.068850988997061;0.392455925347951
2007;1.5123306642119743;1.5405746763498578;0.3003173350173665
2008;1.4707228518796054;1.9912420382165603;0.0018264331210191
2009;1.4324841965700732;1.8393636930754833;0.0501971303805364
2010;1.1983032560087346;0.8;0.4916423864435171
2011;1.5319365025079799;0.0;1.5319365025079799
2012;1.2537890687319613;1.656100886162236;0.0922246080436264
2013;1.353128555106704;1.2473770999402332;0.3650310031467599
2014;1.5259317105070607;1.3833092485549132;0.4315975433526011
2015;1.3508060086682427;1.0023640661938533;0.4930689519306541
2016;1.4316771444012195;1.8664790494058787;0.0451879299562226
