YEAR;VAR1_sum;VAR1_mean;VAR2_sum;VAR2_mean;VAR3_sum;VAR3_mean
1926;246.219;0.6217651515151515;396.0;1.0;0.0;0.0
1927;103.219;0.34065676567656766;122.0;0.40264026402640263;57.980000000000004;0.19135313531353138
1928;295.58700000000005;0.7174441747572816;33.0;0.08009708737864078;275.659;0.6690752427184465
1929;305.19;0.7687405541561713;0.0;0.0;305.19;0.7687405541561713
1930;259.48400000000004;0.5844234234234235;309.0;0.6959459459459459;43.426;0.09780630630630631
1931;131.84000000000003;0.35826086956521747;54.0;0.14673913043478262;116.87200000000001;0.3175869565217392
1932;299.66400000000004;0.7101042654028437;336.0;0.7962085308056872;28.804999999999996;0.06825829383886255
1933;312.20000000000005;0.7944020356234098;393.0;1.0;0.0;0.0
1934;310.173;0.7793291457286432;398.0;1.0;0.0;0.0
1935;126.81;0.3552100840336134;0.0;0.0;126.81;0.3552100840336134
1936;294.59299999999996;0.8093214285714284;342.0;0.9395604395604396;8.616;0.02367032967032967
1937;219.572;0.48470640176600444;0.0;0.0;219.572;0.48470640176600444
1938;176.84500000000003;0.4103132250580047;164.0;0.3805104408352668;95.457;0.22147795823665892
1939;267.49699999999996;0.779874635568513;343.0;1.0;0.0;0.0
1940;252.18099999999998;0.5864674418604651;0.0;0.0;252.18099999999998;0.5864674418604651
1941;126.74000000000001;0.3641954022988506;172.0;0.4942528735632184;59.684000000000005;0.1715057471264368
1942;295.69500000000005;0.7091007194244605;379.0;0.9088729016786571;10.955;0.026270983213429258
1943;306.78200000000004;0.5956932038834952;0.0;0.0;306.78200000000004;0.5956932038834952
1944;258.347;0.5677956043956044;0.0;0.0;258.347;0.5677956043956044
1945;269.909;0.5565134020618556;180.0;0.3711340206185567;142.40300000000002;0.29361443298969075
1946;234.08100000000002;0.4626106719367589;250.0;0.49407114624505927;88.641;0.1751798418972332
1947;322.69100000000003;0.7870512195121951;0.0;0.0;322.69100000000003;0.7870512195121951
1948;305.352;0.6231673469387755;381.0;0.7775510204081633;32.31;0.06593877551020409
1949;186.94;0.4429857819905213;141.0;0.3341232227488152;108.64000000000001;0.2574407582938389
1950;253.906;0.5692959641255606;271.0;0.6076233183856502;66.259;0.1485627802690583
1951;306.725;0.786474358974359;390.0;1.0;0.0;0.0
1952;312.48499999999996;0.7831704260651629;399.0;1.0;0.0;0.0
1953;249.346;0.4898742632612967;39.0;0.07662082514734773;231.596;0.45500196463654224
1954;301.361;0.7477940446650124;327.0;0.8114143920595533;30.908;0.07669478908188586
1955;327.627;0.7875649038461539;416.0;1.0;0.0;0.0
1956;216.132;0.48898642533936654;0.0;0.0;216.132;0.48898642533936654
1957;73.063;0.29821632653061225;81.0;0.3306122448979592;50.187;0.20484489795918367
1958;280.739;0.6294596412556053;7.0;0.01569506726457399;277.815;0.6229035874439461
1959;291.94499999999994;0.7785199999999999;373.0;0.9946666666666667;0.43100000000000005;0.0011493333333333334
1960;331.049;0.8074365853658536;410.0;1.0;0.0;0.0
1961;136.784;0.31958878504672894;0.0;0.0;136.784;0.31958878504672894
1962;234.332;0.5289661399548533;127.0;0.2866817155756208;153.82100000000003;0.3472257336343116
1963;250.584;0.5827534883720931;34.0;0.07906976744186046;235.29399999999998;0.5471953488372092
1964;126.46100000000001;0.362352435530086;14.0;0.04011461318051576;123.593;0.354134670487106
1965;62.486000000000004;0.2814684684684685;0.0;0.0;62.486000000000004;0.2814684684684685
1966;272.222;0.6301435185185185;105.0;0.24305555555555555;189.378;0.43837499999999996
1967;159.133;0.46666568914956014;0.0;0.0;159.133;0.46666568914956014
1968;348.24199999999996;0.7914590909090908;298.0;0.6772727272727272;78.195;0.17771590909090906
1969;293.75;0.6895539906103286;0.0;0.0;293.75;0.6895539906103286
1970;289.64700000000005;0.7849512195121953;193.0;0.5230352303523035;110.898;0.30053658536585365
1971;335.225;0.8019736842105264;418.0;1.0;0.0;0.0
1972;237.30900000000003;0.6084846153846154;107.0;0.2743589743589744;158.197;0.40563333333333335
1973;305.68000000000006;0.7758375634517768;394.0;1.0;0.0;0.0
1974;265.88100000000003;0.6680427135678393;0.0;0.0;265.88100000000003;0.6680427135678393
1975;203.85399999999998;0.48768899521531095;418.0;1.0;0.0;0.0
1976;53.41100000000001;0.6435060240963857;83.0;1.0;0.0;0.0
1977;307.31600000000003;0.7799898477157361;387.0;0.9822335025380711;1.456;0.003695431472081218
1978;296.634;0.7910240000000001;375.0;1.0;0.0;0.0
1979;230.644;0.6069578947368421;93.0;0.24473684210526317;162.39499999999998;0.4273552631578947
1980;67.929;0.2818630705394191;0.0;0.0;67.929;0.2818630705394191
1981;157.847;0.42205080213903745;0.0;0.0;157.847;0.42205080213903745
1982;293.997;0.7819069148936171;376.0;1.0;0.0;0.0
1983;192.705;0.45556737588652485;0.0;0.0;192.705;0.45556737588652485
1984;206.41700000000003;0.4556666666666667;0.0;0.0;206.41700000000003;0.4556666666666667
1985;163.76;0.37732718894009215;183.0;0.4216589861751152;84.262;0.1941520737327189
1986;305.774;0.7962864583333333;384.0;1.0;0.0;0.0
1987;142.33800000000002;0.38678804347826096;0.0;0.0;142.33800000000002;0.38678804347826096
1988;114.06400000000002;0.37644884488448854;0.0;0.0;114.06400000000002;0.37644884488448854
1989;242.08200000000002;0.5343973509933775;36.0;0.07947019867549669;227.829;0.5029337748344371
1990;289.201;0.7837425474254743;336.0;0.9105691056910569;11.657;0.031590785907859076
1991;227.22299999999998;0.5187739726027397;0.0;0.0;227.22299999999998;0.5187739726027397
