PT_ID;XVAL;YVAL
46041377;642145;5086055
46041378;642155;5086055
46041379;642165;5086055
46041380;642175;5086055
46041381;642185;5086055
46041382;642195;5086055
46042376;642135;5086065
46042377;642145;5086065
46042378;642155;5086065
46042379;642165;5086065
46042380;642175;5086065
46042381;642185;5086065
46042382;642195;5086065
46043376;642135;5086075
46043380;642175;5086075
46043381;642185;5086075
46043382;642195;5086075
46043383;642205;5086075
46043384;642215;5086075
46044376;642135;5086085
46044377;642145;5086085
46044378;642155;5086085
46044379;642165;5086085
46044380;642175;5086085
46044381;642185;5086085
46044382;642195;5086085
46044383;642205;5086085
46044384;642215;5086085
46045375;642125;5086095
46045376;642135;5086095
46045377;642145;5086095
46045378;642155;5086095
46045379;642165;5086095
46045380;642175;5086095
46045381;642185;5086095
46045382;642195;5086095
46045383;642205;5086095
46046377;642145;5086105
46046378;642155;5086105
46046379;642165;5086105
46046380;642175;5086105
46046381;642185;5086105
46046382;642195;5086105
46046383;642205;5086105
46047380;642175;5086115
46047381;642185;5086115
46047382;642195;5086115
46047383;642205;5086115
46048375;642125;5086125
46048379;642165;5086125
46048380;642175;5086125
46048381;642185;5086125
46048382;642195;5086125
46048383;642205;5086125
46049379;642165;5086135
46049380;642175;5086135
46049381;642185;5086135
46049382;642195;5086135
46050381;642185;5086145
46050382;642195;5086145
46051375;642125;5086155
46052375;642125;5086165
46053374;642115;5086175
46054374;642115;5086185
46054380;642175;5086185
46054381;642185;5086185
46054382;642195;5086185
46055374;642115;5086195
46055380;642175;5086195
46055381;642185;5086195
46055382;642195;5086195
46056374;642115;5086205
46056380;642175;5086205
46056381;642185;5086205
46056382;642195;5086205
46057374;642115;5086215
46057380;642175;5086215
46057381;642185;5086215
46058374;642115;5086225
46058380;642175;5086225
46058381;642185;5086225
46059379;642165;5086235
46059380;642175;5086235
46059381;642185;5086235
46060378;642155;5086245
46061376;642135;5086255
46061377;642145;5086255
46064375;642125;5086285
46065378;642155;5086295
46070379;642165;5086345
46070383;642205;5086345
46071378;642155;5086355
46071382;642195;5086355
46071383;642205;5086355
46072377;642145;5086365
46072378;642155;5086365
46072383;642205;5086365
46073381;642185;5086375
46073383;642205;5086375
46073384;642215;5086375
46075385;642225;5086395
46077385;642225;5086415
46077386;642235;5086415
46078385;642225;5086425
46078386;642235;5086425
46079385;642225;5086435
46079387;642245;5086435
46080385;642225;5086445
46080386;642235;5086445
46080387;642245;5086445
46080388;642255;5086445
46081381;642185;5086455
46081386;642235;5086455
46081387;642245;5086455
46081388;642255;5086455
46082387;642245;5086465
46082388;642255;5086465
46082389;642265;5086465
46083387;642245;5086475
46083388;642255;5086475
46083389;642265;5086475
46083390;642275;5086475
46084383;642205;5086485
46084388;642255;5086485
46084389;642265;5086485
46084390;642275;5086485
46084391;642285;5086485
46085389;642265;5086495
46085390;642275;5086495
46085391;642285;5086495
46085392;642295;5086495
46086384;642215;5086505
46086389;642265;5086505
46087393;642305;5086515
46088392;642295;5086525
46088393;642305;5086525
46089393;642305;5086535
46089394;642315;5086535
46089395;642325;5086535
46090393;642305;5086545
46090394;642315;5086545
46090395;642325;5086545
46090396;642335;5086545
46090397;642345;5086545
46091393;642305;5086555
46091394;642315;5086555
46091395;642325;5086555
46091396;642335;5086555
46091397;642345;5086555
46092394;642315;5086565
46092395;642325;5086565
46092396;642335;5086565
46092397;642345;5086565
46092398;642355;5086565
46093395;642325;5086575
46093396;642335;5086575
46093397;642345;5086575
46093398;642355;5086575
46093400;642375;5086575
46094396;642335;5086585
46094399;642365;5086585
46094401;642385;5086585
46095396;642335;5086595
46096395;642325;5086605
46096396;642335;5086605
46096397;642345;5086605
46096398;642355;5086605
46097396;642335;5086615
46097405;642425;5086615
46098406;642435;5086625
46099407;642445;5086635
46100403;642405;5086645
46100407;642445;5086645
46100408;642455;5086645
46101404;642415;5086655
46101407;642445;5086655
46101408;642455;5086655
46101409;642465;5086655
46101410;642475;5086655
46102406;642435;5086665
46102407;642445;5086665
46102408;642455;5086665
46102409;642465;5086665
46102410;642475;5086665
46102411;642485;5086665
46102412;642495;5086665
46103407;642445;5086675
46103408;642455;5086675
46103409;642465;5086675
46103410;642475;5086675
46103411;642485;5086675
46103412;642495;5086675
46103413;642505;5086675
46104407;642445;5086685
46104408;642455;5086685
46104409;642465;5086685
46104410;642475;5086685
46104411;642485;5086685
46104412;642495;5086685
46104413;642505;5086685
46104414;642515;5086685
46104415;642525;5086685
46105406;642435;5086695
46105410;642475;5086695
46105411;642485;5086695
46105412;642495;5086695
46105413;642505;5086695
46105414;642515;5086695
46105415;642525;5086695
46105416;642535;5086695
46106410;642475;5086705
46106411;642485;5086705
46106412;642495;5086705
46106413;642505;5086705
46106414;642515;5086705
46106415;642525;5086705
46106416;642535;5086705
46106417;642545;5086705
46107410;642475;5086715
46107411;642485;5086715
46107412;642495;5086715
46107413;642505;5086715
46107414;642515;5086715
46107415;642525;5086715
46107416;642535;5086715
46107417;642545;5086715
46107419;642565;5086715
46107420;642575;5086715
46107421;642585;5086715
46108409;642465;5086725
46108410;642475;5086725
46108411;642485;5086725
46108413;642505;5086725
46108414;642515;5086725
46108415;642525;5086725
46108417;642545;5086725
46108418;642555;5086725
46108419;642565;5086725
46108420;642575;5086725
46108421;642585;5086725
46109410;642475;5086735
46109411;642485;5086735
46109415;642525;5086735
46109416;642535;5086735
46109417;642545;5086735
46109418;642555;5086735
46109419;642565;5086735
46109420;642575;5086735
46109422;642595;5086735
46110416;642535;5086745
46110417;642545;5086745
46110418;642555;5086745
46110422;642595;5086745
46110423;642605;5086745
46110425;642625;5086745
46111417;642545;5086755
46111418;642555;5086755
46111419;642565;5086755
46111421;642585;5086755
46111422;642595;5086755
46111423;642605;5086755
46111424;642615;5086755
46111425;642625;5086755
46111426;642635;5086755
46112416;642535;5086765
46112417;642545;5086765
46112421;642585;5086765
46112422;642595;5086765
46112425;642625;5086765
46112426;642635;5086765
46112427;642645;5086765
46112428;642655;5086765
46113414;642515;5086775
46113415;642525;5086775
46113419;642565;5086775
46113420;642575;5086775
46113421;642585;5086775
46113422;642595;5086775
46113427;642645;5086775
46113428;642655;5086775
46113429;642665;5086775
46114415;642525;5086785
46114419;642565;5086785
46114421;642585;5086785
46114429;642665;5086785
46115416;642535;5086795
46115419;642565;5086795
46115429;642665;5086795
46115430;642675;5086795
46116418;642555;5086805
46116430;642675;5086805
46116431;642685;5086805
46116432;642695;5086805
46117417;642545;5086815
46117418;642555;5086815
46117431;642685;5086815
46117432;642695;5086815
46117433;642705;5086815
46118418;642555;5086825
46118431;642685;5086825
46118434;642715;5086825
46119419;642565;5086835
46119430;642675;5086835
46119431;642685;5086835
46119432;642695;5086835
46119434;642715;5086835
46119435;642725;5086835
46120420;642575;5086845
46120429;642665;5086845
46120430;642675;5086845
46120431;642685;5086845
46120435;642725;5086845
46120436;642735;5086845
46121421;642585;5086855
46121429;642665;5086855
46121430;642675;5086855
46121435;642725;5086855
46121436;642735;5086855
46122422;642595;5086865
46122430;642675;5086865
46122434;642715;5086865
46122435;642725;5086865
46122436;642735;5086865
46122437;642745;5086865
46123423;642605;5086875
46123431;642685;5086875
46123434;642715;5086875
46123435;642725;5086875
46123436;642735;5086875
46123437;642745;5086875
46123438;642755;5086875
46124433;642705;5086885
46124434;642715;5086885
46124435;642725;5086885
46124436;642735;5086885
46124439;642765;5086885
46125426;642635;5086895
46125434;642715;5086895
46125440;642775;5086895
46126427;642645;5086905
46126441;642785;5086905
46127428;642655;5086915
46128429;642665;5086925
46128441;642785;5086925
46128442;642795;5086925
46129430;642675;5086935
46129434;642715;5086935
46129435;642725;5086935
46129441;642785;5086935
46129442;642795;5086935
46130432;642695;5086945
46130440;642775;5086945
46130441;642785;5086945
46131432;642695;5086955
46131436;642735;5086955
46131440;642775;5086955
46131441;642785;5086955
46132433;642705;5086965
46132434;642715;5086965
46132435;642725;5086965
46132439;642765;5086965
46132440;642775;5086965
46133434;642715;5086975
46133435;642725;5086975
46133440;642775;5086975
46133441;642785;5086975
46134434;642715;5086985
46134438;642755;5086985
46134439;642765;5086985
46134440;642775;5086985
46134441;642785;5086985
46135435;642725;5086995
46137444;642815;5087015
46139445;642825;5087035
46139448;642855;5087035
46139449;642865;5087035
46140447;642845;5087045
46140448;642855;5087045
46140449;642865;5087045
46140450;642875;5087045
46141446;642835;5087055
46141448;642855;5087055
46141449;642865;5087055
46141450;642875;5087055
46141451;642885;5087055
46142447;642845;5087065
46142448;642855;5087065
46142449;642865;5087065
46142450;642875;5087065
46142451;642885;5087065
46143448;642855;5087075
46143449;642865;5087075
46143450;642875;5087075
46143451;642885;5087075
46144447;642845;5087085
46144448;642855;5087085
46145447;642845;5087095
46146448;642855;5087105
46149448;642855;5087135
46151447;642845;5087155
46176441;642785;5087405
46177441;642785;5087415
46179441;642785;5087435
46191563;644005;5087555
46195565;644025;5087595
46218435;642725;5087825
46218437;642745;5087825
46219434;642715;5087835
46221432;642695;5087855
46244498;643355;5088085
46245498;643355;5088095
46245499;643365;5088095
46246499;643365;5088105
46247499;643365;5088115
46247500;643375;5088115
46248500;643375;5088125
46262505;643425;5088265
46290511;643485;5088545
46404518;643555;5089685
46616570;644075;5091805
46617570;644075;5091815
46618571;644085;5091825
46619572;644095;5091835
46619573;644105;5091835
46624558;643955;5091885
46898532;643695;5094625
