;PT_ID;1926;X_COORD;Y_COORD;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
16;45942450;0.0;-73.15400883603073;45.90424152968925;;;;0.0;;;;;;;1.0;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;0.0;;;;;;;0.586;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
17;45943440;0.0;-73.15529441438177;45.904352303060854;;0.741;0.514;;;0.0;;0.0;;0.0;;;;;;0.0;0.0;;0.0;;1.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;0.0;;0.776;0.638;0.527;;;;;0.85;;;0.0;;;;0.0;;;;;;;;;;;0.679;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;
18;45944439;0.0;-73.15542029022737;45.904444342026814;;0.643;;;;0.0;;;;1.0;;;;;;0.0;0.0;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.68;;;;;;;0.754;;;0.0;;;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;
19;45944446;0.0;-73.1545182958582;45.90442977388528;;;;;;0.0;;;;0.563;;;;0.0;;0.0;;;;0.0;0.618;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.976;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
20;45945438;0.0;-73.15554616648878;45.90453638085898;;;;;;0.0;;;;;;;;0.0;;0.0;;0.0;;0.0;0.423;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.781;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
21;45945445;0.0;-73.15464417056509;45.90452181368852;;;;;;0.0;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;0.0;;;;;;;
22;45945446;0.0;-73.15451531406121;45.90451973208329;;;;;;0.0;;;;0.737;;;;;;0.0;;;;0.0;0.793;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;0.4;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
23;45945448;0.0;-73.15425760109599;45.9045155684371;;0.411;;;;0.0;;;;0.79;;;;;;0.0;;;;0.0;0.845;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.449;;;0.0;;0.0;;0.523;;;0.0;;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
24;45946437;0.0;-73.15567204316604;45.90462841955728;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.632;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.989;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
25;45946446;0.0;-73.15451233225009;45.90460969027972;;;;;;0.0;;;;0.0;;;;;;0.0;0.0;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;0.723;;;;0.0;;;;0.0;;;;0.0;;;;;;;
26;45947435;0.0;-73.1559267773204;45.904722538287785;;;;;;0.0;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;0.0;;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
27;45949443;0.0;-73.15488995878073;45.904885809317605;;0.707;;;;0.0;;;;0.0;;;;;;0.0;0.0;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;0.843;;;;0.0;;;;0.0;;;;0.0;;;;;;;
28;45950440;0.0;-73.15527355033693;45.90498201069769;;;;;;0.0;;;;0.622;;;;0.0;;0.0;;;;0.0;0.685;;;;;;0.0;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;0.361;;;0.0;0.924;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
29;45959423;0.0;-73.15743733753682;45.90582698895895;;;;0.0;;;;;;;1.0;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;0.0;;;;;;;0.578;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
30;45960422;0.0;-73.15756322025783;45.905919025645;;;;;;0.0;;;;0.532;;;;0.0;;0.0;;;;0.0;0.577;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.922;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
31;45960423;0.0;-73.15743436030958;45.905916947282684;;;;;;0.0;;;;0.47;;;;0.0;;0.0;;0.0;;0.0;0.513;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.857;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
32;45960424;0.0;-73.15730550037549;45.90591486877511;;;;;;0.0;;;;0.556;;;;0.0;;0.0;;;;0.0;0.597;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.942;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
33;45961424;0.0;-73.15730252292617;45.90600482709076;;;;;;0.0;;;;0.366;;;;0.0;;0.0;;0.0;;0.0;0.408;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.753;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
34;45964417;0.0;-73.15819561615108;45.90628924871293;;0.458;;;;0.0;;;;0.853;;;;;;0.0;0.352;;;0.0;0.901;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.502;;;0.0;;0.0;;0.581;;;0.0;;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
35;45965307;0.0;-73.17236744266174;45.906606863938066;;;;0.0;;;;;;;1.0;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;0.976;0.0;;;;;;0.0;;;;;;;0.546;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
36;45965416;0.0;-73.15832150117343;45.906381284591035;;;;;;0.0;;;;0.582;;;;0.0;;0.0;;;;0.0;0.631;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.979;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
37;45965417;0.0;-73.15819264010068;45.906379207067694;;;;0.0;;0.0;;;;;0.633;;;0.0;;0.0;;0.0;;0.0;0.339;;;;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.688;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
38;45965419;0.0;-73.15793491799761;45.90637505158529;;0.86;0.642;;;0.0;;0.0;;0.0;;;;;;0.0;0.0;;0.0;;1.0;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;0.475;0.0;;0.0;0.778;0.66;;;;;0.0;;;0.0;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;0.758;;;;;
39;45966308;0.0;-73.17223562665403;45.90669476130286;;;;0.0;;0.0;;;;;0.833;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.647;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
40;45966310;0.0;-73.17197790106376;45.90669063746948;;;;;;0.0;;;;0.0;;;;;;0.0;;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;0.681;;;;;;0.0;;;0.0;;;;;;;;;;;;;;;0.645;;;;;;;;0.0;;0.0;;0.0;;0.667;;;;;
41;45966415;0.0;-73.15844738661166;45.90647332033532;;;;;;0.0;;;;0.43;;;;0.0;;0.0;;0.0;;0.0;0.48;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.828;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
42;45966416;0.0;-73.15831852531682;45.9064712429507;;;;;;0.0;;;;0.355;;;;0.0;;0.0;;0.0;;0.0;0.404;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.752;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
43;45966417;0.0;-73.15818966403614;45.90646916542088;;;;;;0.0;;;;0.678;;;;0.0;;0.0;;;;0.0;0.727;;;;;;0.0;;;;;;0.0;;;;;;;;;;;0.0;;;;;0.0;;0.0;;0.407;;;0.0;0.785;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
