YEAR;VAR1_sum;VAR1_mean;VAR2_sum;VAR2_mean;VAR3_sum;VAR3_mean
1926;231.64300000000003;0.6873679525222552;282.0;0.8367952522255193;28.477999999999998;0.08450445103857566
1927;79.86600000000001;0.5787391304347828;27.0;0.1956521739130435;58.891;0.42674637681159416
1928;223.805;0.65825;90.0;0.2647058823529412;150.22;0.4418235294117647
1929;213.69799999999998;0.7099601328903654;0.0;0.0;213.69799999999998;0.7099601328903654
1930;396.64599999999996;0.7238065693430656;411.0;0.75;65.999;0.12043613138686131
1931;46.019;0.4183545454545454;0.0;0.0;46.019;0.4183545454545454
1932;230.781;0.7014620060790274;248.0;0.7537993920972644;47.17;0.14337386018237083
1933;178.802;0.7576355932203389;236.0;1.0;0.0;0.0
1934;220.90000000000003;0.6594029850746269;289.0;0.8626865671641791;12.257;0.03658805970149254
1935;162.418;0.6795732217573222;143.0;0.5983263598326359;37.47;0.15677824267782425
1936;287.649;0.7337984693877551;274.0;0.6989795918367347;71.577;0.18259438775510203
1937;373.043;0.7051852551984877;0.0;0.0;373.043;0.7051852551984877
1938;392.013;0.7935485829959513;34.0;0.06882591093117409;375.472;0.7600647773279352
1939;185.51800000000003;0.766603305785124;242.0;1.0;0.0;0.0
1940;366.874;0.6896127819548873;228.0;0.42857142857142855;165.42000000000002;0.3109398496240602
1941;388.43;0.7943353783231084;444.0;0.9079754601226994;19.729;0.04034560327198364
1942;244.466;0.7085971014492753;299.0;0.8666666666666667;25.410000000000004;0.07365217391304349
1943;272.693;0.7101380208333333;270.0;0.703125;55.389;0.1442421875
1944;400.70500000000004;0.7193985637342909;471.0;0.8456014362657092;52.526;0.09430161579892281
1945;235.072;0.6387826086956522;301.0;0.8179347826086957;19.449999999999996;0.052853260869565204
1946;328.5;0.7049356223175965;382.0;0.8197424892703863;41.58800000000001;0.08924463519313307
1947;250.632;0.6719356568364612;0.0;0.0;250.632;0.6719356568364612
1948;346.52200000000005;0.7752170022371365;265.0;0.5928411633109619;121.798;0.2724787472035794
1949;403.70099999999996;0.7808529980657639;454.0;0.8781431334622823;29.659;0.05736750483558994
1950;409.12300000000005;0.7493095238095239;472.0;0.8644688644688645;41.075;0.07522893772893774
1951;149.665;0.7714690721649484;194.0;1.0;0.0;0.0
1952;221.356;0.7186883116883117;304.0;0.987012987012987;1.127;0.003659090909090909
1953;262.206;0.6900157894736842;271.0;0.7131578947368421;64.571;0.1699236842105263
1954;193.027;0.6993731884057971;276.0;1.0;0.0;0.0
1955;200.61400000000003;0.7485597014925375;268.0;1.0;0.0;0.0
1956;337.139;0.7644875283446713;0.0;0.0;337.139;0.7644875283446713
1957;32.328;0.3108461538461539;8.0;0.07692307692307693;30.141000000000002;0.28981730769230774
1958;342.25;0.7831807780320366;268.0;0.6132723112128147;95.978;0.21962929061784897
1959;359.995;0.7171215139442231;432.0;0.8605577689243028;42.041999999999994;0.08374900398406374
1960;191.479;0.7720927419354839;248.0;1.0;0.0;0.0
1961;215.546;0.7113729372937293;189.0;0.6237623762376238;48.508;0.1600924092409241
1962;134.976;0.6782713567839196;92.0;0.4623115577889447;59.647000000000006;0.29973366834170856
1963;395.713;0.7129963963963964;420.0;0.7567567567567568;73.84100000000001;0.13304684684684687
1964;49.36;0.4528440366972477;6.0;0.05504587155963303;44.962;0.41249541284403674
1965;107.86700000000002;0.28611936339522553;0.0;0.0;107.86700000000002;0.28611936339522553
1966;124.58800000000001;0.699932584269663;92.0;0.5168539325842697;44.7;0.25112359550561797
1967;151.43400000000003;0.7211142857142858;0.0;0.0;151.43400000000003;0.7211142857142858
1968;407.339;0.761381308411215;456.0;0.8523364485981308;48.163;0.09002429906542056
1969;195.654;0.8118423236514523;240.0;0.995850622406639;0.394;0.0016348547717842325
1970;231.223;0.6495028089887641;248.0;0.6966292134831461;41.448;0.11642696629213484
1971;168.49699999999999;0.7693926940639269;219.0;1.0;0.0;0.0
1972;207.086;0.5704848484848485;229.0;0.6308539944903582;47.902;0.13196143250688705
1973;195.80599999999998;0.5742111436950146;226.0;0.6627565982404692;54.71300000000001;0.16044868035190618
1974;142.55599999999998;0.5525426356589147;0.0;0.0;142.55599999999998;0.5525426356589147
1975;243.349;0.6403921052631578;274.0;0.7210526315789474;33.404;0.08790526315789475
1976;195.80800000000002;0.7739446640316207;253.0;1.0;0.0;0.0
1977;335.41;0.7031656184486373;339.0;0.710691823899371;66.55000000000001;0.13951781970649899
1978;196.304;0.7698196078431373;255.0;1.0;0.0;0.0
1979;193.98000000000002;0.584277108433735;258.0;0.7771084337349398;23.222;0.06994578313253012
1980;41.307;0.31532061068702294;0.0;0.0;41.307;0.31532061068702294
1981;403.573;0.7351056466302368;473.0;0.8615664845173042;40.477000000000004;0.07372859744990894
1982;317.673;0.7219840909090909;395.0;0.8977272727272727;13.214999999999998;0.030034090909090906
1983;297.929;0.6993638497652581;0.0;0.0;297.929;0.6993638497652581
1984;273.34400000000005;0.7026838046272494;189.0;0.48586118251928023;101.34500000000001;0.26052699228791776
1985;310.879;0.7657118226600985;227.0;0.5591133004926109;109.88500000000002;0.27065270935960595
1986;223.95;0.7440199335548172;301.0;1.0;0.0;0.0
1987;385.377;0.7897069672131147;375.0;0.7684426229508197;47.193000000000005;0.09670696721311477
1988;393.764;0.7970931174089069;418.0;0.8461538461538461;29.317000000000004;0.059346153846153854
1989;76.963;0.5830530303030302;0.0;0.0;76.963;0.5830530303030302
1990;422.32099999999997;0.7849832713754646;417.0;0.775092936802974;70.441;0.13093122676579927
