PT_ID;VAR1;VAR2;VAR3;SECTION;TILE
40840500;0.333;0;0.333;LKO_CAN;40
40852337;0.67;0;0.67;LKO_CAN;40
40852344;0.335;1;0.0;LKO_CAN;40
40852346;0.517;0;0.517;LKO_CAN;40
40854328;1.0;0;1.0;LKO_CAN;40
40854329;0.443;0;0.443;LKO_CAN;40
40854365;1.0;0;1.0;LKO_CAN;40
40854368;1.0;0;1.0;LKO_CAN;40
40854369;1.0;0;1.0;LKO_CAN;40
40854370;0.972;0;0.972;LKO_CAN;40
40854371;1.0;0;1.0;LKO_CAN;40
40856323;0.825;0;0.825;LKO_CAN;40
40857318;1.0;0;1.0;LKO_CAN;40
40857320;1.0;0;1.0;LKO_CAN;40
40858315;0.498;0;0.498;LKO_CAN;40
40858387;0.518;0;0.518;LKO_CAN;40
40858388;0.691;1;0.0;LKO_CAN;40
40859388;0.87;0;0.87;LKO_CAN;40
40860310;1.0;0;1.0;LKO_CAN;40
40860502;0.163;0;0.163;LKO_CAN;40
40863305;0.974;0;0.974;LKO_CAN;40
40863392;1.0;0;1.0;LKO_CAN;40
40864303;0.539;0;0.539;LKO_CAN;40
40865302;1.0;0;1.0;LKO_CAN;40
40867300;0.579;0;0.579;LKO_CAN;40
40868300;0.873;0;0.873;LKO_CAN;40
40868396;0.824;0;0.824;LKO_CAN;40
40869299;0.745;0;0.745;LKO_CAN;40
40870299;1.0;0;1.0;LKO_CAN;40
40871298;0.422;0;0.422;LKO_CAN;40
40875296;1.0;0;1.0;LKO_CAN;40
40875502;1.0;0;1.0;LKO_CAN;40
40878473;0.167;0;0.167;LKO_CAN;40
40881465;0.333;0;0.333;LKO_CAN;40
40883295;0.597;1;0.0;LKO_CAN;40
40883296;1.0;0;1.0;LKO_CAN;40
40887295;1.0;0;1.0;LKO_CAN;40
40888295;1.0;0;1.0;LKO_CAN;40
40891418;0.285;0;0.285;LKO_CAN;40
40892294;1.0;0;1.0;LKO_CAN;40
40892417;1.0;0;1.0;LKO_CAN;40
40892418;0.194;0;0.194;LKO_CAN;40
40893294;0.534;0;0.534;LKO_CAN;40
40893421;0.313;0;0.313;LKO_CAN;40
40894458;0.166;0;0.166;LKO_CAN;40
40895457;0.333;0;0.333;LKO_CAN;40
40895458;0.333;0;0.333;LKO_CAN;40
40896456;0.333;0;0.333;LKO_CAN;40
40896457;0.333;0;0.333;LKO_CAN;40
40897293;0.832;0;0.832;LKO_CAN;40
40897455;0.333;0;0.333;LKO_CAN;40
40897456;0.257;0;0.257;LKO_CAN;40
40898454;0.319;0;0.319;LKO_CAN;40
40898455;0.333;0;0.333;LKO_CAN;40
40899422;0.333;0;0.333;LKO_CAN;40
40899454;0.324;0;0.324;LKO_CAN;40
40899455;0.333;0;0.333;LKO_CAN;40
40900414;0.236;0;0.236;LKO_CAN;40
40900415;0.202;0;0.202;LKO_CAN;40
40900416;0.168;0;0.168;LKO_CAN;40
40900419;0.21;0;0.21;LKO_CAN;40
40900420;0.13;1;0.0;LKO_CAN;40
40901411;0.157;0;0.157;LKO_CAN;40
40901413;0.128;0;0.128;LKO_CAN;40
40901414;0.333;0;0.333;LKO_CAN;40
40901416;0.23;0;0.23;LKO_CAN;40
40901419;0.333;0;0.333;LKO_CAN;40
40901420;0.333;0;0.333;LKO_CAN;40
40901421;0.333;0;0.333;LKO_CAN;40
40901453;0.333;0;0.333;LKO_CAN;40
40902411;0.293;0;0.293;LKO_CAN;40
40902412;0.496;0;0.496;LKO_CAN;40
40902413;0.905;0;0.905;LKO_CAN;40
40902415;0.207;0;0.207;LKO_CAN;40
40902416;0.274;0;0.274;LKO_CAN;40
40902420;0.174;0;0.174;LKO_CAN;40
40902421;0.333;0;0.333;LKO_CAN;40
40902422;0.27;0;0.27;LKO_CAN;40
40902423;0.284;0;0.284;LKO_CAN;40
40902453;0.333;0;0.333;LKO_CAN;40
40902459;0.213;0;0.213;LKO_CAN;40
40902460;0.258;0;0.258;LKO_CAN;40
40903409;0.401;0;0.401;LKO_CAN;40
40903410;0.438;0;0.438;LKO_CAN;40
40903413;0.156;0;0.156;LKO_CAN;40
40903415;0.116;0;0.116;LKO_CAN;40
40903416;0.645;0;0.645;LKO_CAN;40
40903443;0.308;0;0.308;LKO_CAN;40
40903453;0.333;0;0.333;LKO_CAN;40
40904409;0.481;0;0.481;LKO_CAN;40
40904420;0.333;0;0.333;LKO_CAN;40
40904442;0.333;0;0.333;LKO_CAN;40
40904453;0.333;0;0.333;LKO_CAN;40
40904454;0.333;0;0.333;LKO_CAN;40
40904461;0.331;0;0.331;LKO_CAN;40
40905418;0.202;0;0.202;LKO_CAN;40
40905419;0.333;0;0.333;LKO_CAN;40
40905420;0.333;0;0.333;LKO_CAN;40
40905442;0.333;0;0.333;LKO_CAN;40
40905453;0.287;0;0.287;LKO_CAN;40
40905454;0.286;0;0.286;LKO_CAN;40
40905461;0.28;0;0.28;LKO_CAN;40
40906418;0.136;0;0.136;LKO_CAN;40
40906458;0.268;0;0.268;LKO_CAN;40
40906459;0.22;0;0.22;LKO_CAN;40
40907414;0.153;0;0.153;LKO_CAN;40
40907454;0.333;0;0.333;LKO_CAN;40
40907456;0.148;0;0.148;LKO_CAN;40
40907457;0.276;0;0.276;LKO_CAN;40
40907458;0.125;0;0.125;LKO_CAN;40
40907459;0.27;0;0.27;LKO_CAN;40
40907460;0.332;0;0.332;LKO_CAN;40
40908441;0.125;0;0.125;LKO_CAN;40
40908454;0.159;0;0.159;LKO_CAN;40
40908455;0.333;0;0.333;LKO_CAN;40
40908459;0.273;0;0.273;LKO_CAN;40
40909455;0.147;0;0.147;LKO_CAN;40
40912453;0.333;0;0.333;LKO_CAN;40
40913445;0.333;0;0.333;LKO_CAN;40
40914450;0.488;0;0.488;LKO_CAN;40
40916447;0.315;0;0.315;LKO_CAN;40
40917441;0.333;0;0.333;LKO_CAN;40
40917446;0.352;1;0.0;LKO_CAN;40
40918439;0.333;0;0.333;LKO_CAN;40
40918441;0.333;0;0.333;LKO_CAN;40
40918442;0.333;0;0.333;LKO_CAN;40
40918443;0.333;0;0.333;LKO_CAN;40
40918445;0.333;0;0.333;LKO_CAN;40
40919439;0.333;0;0.333;LKO_CAN;40
40919441;0.333;0;0.333;LKO_CAN;40
40919443;0.333;0;0.333;LKO_CAN;40
40919444;0.357;1;0.0;LKO_CAN;40
40920439;1.0;0;1.0;LKO_CAN;40
40920440;0.333;0;0.333;LKO_CAN;40
40920441;0.333;0;0.333;LKO_CAN;40
40920442;0.325;0;0.325;LKO_CAN;40
40920443;1.0;0;1.0;LKO_CAN;40
40920444;0.333;0;0.333;LKO_CAN;40
40921439;1.0;0;1.0;LKO_CAN;40
40921440;0.279;0;0.279;LKO_CAN;40
40921441;1.0;0;1.0;LKO_CAN;40
40921442;1.0;0;1.0;LKO_CAN;40
40921443;1.0;0;1.0;LKO_CAN;40
40921444;0.333;0;0.333;LKO_CAN;40
40921445;0.723;0;0.723;LKO_CAN;40
40921449;0.333;0;0.333;LKO_CAN;40
40921461;0.333;0;0.333;LKO_CAN;40
40922288;0.852;0;0.852;LKO_CAN;40
40922438;0.706;0;0.706;LKO_CAN;40
40922439;0.874;0;0.874;LKO_CAN;40
40922440;0.893;0;0.893;LKO_CAN;40
40922441;1.0;0;1.0;LKO_CAN;40
40922442;1.0;0;1.0;LKO_CAN;40
40922443;0.333;0;0.333;LKO_CAN;40
40922444;0.333;0;0.333;LKO_CAN;40
40922445;0.333;0;0.333;LKO_CAN;40
40922446;0.333;0;0.333;LKO_CAN;40
40922460;0.255;0;0.255;LKO_CAN;40
40923439;0.43;0;0.43;LKO_CAN;40
40923440;0.88;0;0.88;LKO_CAN;40
40923441;0.825;0;0.825;LKO_CAN;40
40923442;1.0;0;1.0;LKO_CAN;40
40923443;0.333;0;0.333;LKO_CAN;40
40923444;0.297;0;0.297;LKO_CAN;40
40925461;0.333;0;0.333;LKO_CAN;40
40926288;1.0;0;1.0;LKO_CAN;40
40926456;0.139;1;0.0;LKO_CAN;40
40926458;0.271;0;0.271;LKO_CAN;40
40927287;1.0;0;1.0;LKO_CAN;40
40927456;0.18;1;0.0;LKO_CAN;40
40927457;0.355;1;0.0;LKO_CAN;40
40927459;0.23;0;0.23;LKO_CAN;40
40928446;0.659;0;0.659;LKO_CAN;40
40928447;0.921;0;0.921;LKO_CAN;40
40928456;0.139;0;0.139;LKO_CAN;40
40928457;0.257;0;0.257;LKO_CAN;40
40928458;0.469;1;0.0;LKO_CAN;40
40928459;0.333;0;0.333;LKO_CAN;40
40929458;0.272;0;0.272;LKO_CAN;40
40929459;0.333;0;0.333;LKO_CAN;40
40930456;1.0;0;1.0;LKO_CAN;40
40930457;0.333;0;0.333;LKO_CAN;40
40931456;0.333;0;0.333;LKO_CAN;40
40931457;0.224;1;0.0;LKO_CAN;40
40932457;0.263;0;0.263;LKO_CAN;40
40934454;0.26;0;0.26;LKO_CAN;40
40934472;0.251;0;0.251;LKO_CAN;40
40934473;0.206;0;0.206;LKO_CAN;40
40935472;0.325;0;0.325;LKO_CAN;40
