YEAR;VAR1;VAR2;VAR3
1926;0.7903602362204725;1.0;0.0
1927;0.7377487922705314;0.2608695652173913;0.5322995169082125
1928;0.7482649006622516;0.0728476821192053;0.7018311258278146
1929;0.7545174129353234;0.0;0.7545174129353234
1930;0.8229404973357016;0.8650088809946714;0.06815364120781528
1931;0.3129528795811518;0.0;0.3129528795811518
1932;0.7778802816901409;1.0;0.0
1933;0.698943396226415;1.0;0.0
1934;0.7413551020408163;1.0;0.0
1935;0.8317373271889401;0.9331797235023042;0.029725806451612904
1936;0.7599543057996485;0.3110720562390158;0.47074692442882254
1937;0.7871602451838879;0.0;0.7871602451838879
1938;0.864911623439001;0.04803073967339097;0.8400268972142171
1939;0.8060652173913043;1.0;0.0
1940;0.7689603106125971;0.5867126833477135;0.23298964624676446
1941;0.8719038272816487;1.0;0.0
1942;0.7740161870503597;1.0;0.0
1943;0.7913492407809111;0.8741865509761388;0.05273969631236442
1944;0.8052540772532188;1.0;0.0
1945;0.786678125;1.0;0.0
1946;0.7816880650994575;1.0;0.0
1947;0.7755986842105264;0.0;0.7755986842105264
1948;0.8355273809523809;0.6285714285714286;0.28583214285714287
1949;0.8442974176313446;1.0;0.0
1950;0.8364652594547054;1.0;0.0
1951;0.5746296296296296;1.0;0.0
1952;0.7909327731092437;1.0;0.0
1953;0.7726244057052298;1.0;0.0
1954;0.8010473684210527;1.0;0.0
1955;0.7552255639097744;1.0;0.0
1956;0.8402811296534017;0.0;0.8402811296534017
1957;0.2903779527559055;0.07086614173228346;0.2754173228346457
1958;0.8375717948717949;0.8487179487179487;0.0858448717948718
1959;0.7808803056027164;1.0;0.0
1960;0.8019789473684211;0.9894736842105263;0.0045473684210526315
1961;0.8401197718631179;0.9334600760456274;0.03186882129277567
1962;0.8452871794871795;0.7538461538461538;0.14055897435897435
1963;0.8062095808383233;1.0;0.0
1964;0.3656745283018868;0.12264150943396226;0.2939009433962264
1965;0.3023781954887218;0.0;0.3023781954887218
1966;0.8385584415584415;0.935064935064935;0.02634199134199134
1967;0.8580387596899224;0.0;0.8580387596899224
1968;0.8413884892086331;1.0;0.0
1969;0.6992987012987013;0.8051948051948052;0.0808961038961039
1970;0.7610870712401056;1.0;0.0
1971;0.58916;1.0;0.0
1972;0.7812319277108435;0.8283132530120482;0.07211445783132531
1973;0.7785;0.3275862068965517;0.47827931034482757
1974;0.8021421319796954;0.0;0.8021421319796954
1975;0.7961044444444445;1.0;0.0
1976;0.790046875;1.0;0.0
1977;0.7819053201082056;0.8935978358881875;0.04786744815148783
1978;0.8106525423728813;1.0;0.0
1979;0.7733473684210527;0.7719298245614035;0.10171228070175438
1980;0.306689497716895;0.0;0.306689497716895
1981;0.8088070898598516;1.0;0.0
1982;0.7564321372854914;1.0;0.0
1983;0.7725179786200195;0.0;0.7725179786200195
1984;0.7942726281352235;0.6913849509269356;0.16623991275899674
1985;0.845379746835443;0.6126582278481013;0.30200379746835443
1986;0.7988875;1.0;0.0
1987;0.8689912875121006;0.9448209099709584;0.025751210067763795
1988;0.8654568245125348;1.0;0.0
1989;0.5192116788321168;0.0;0.5192116788321168
1990;0.8643088082901554;0.9512953367875647;0.02291502590673575
1991;0.8531078066914498;0.0;0.8531078066914498
1992;0.7486619718309859;0.004694835680751174;0.7470046948356808
1993;0.814807486631016;1.0;0.0
1994;0.7876493506493507;1.0;0.0
1995;0.28438028169014085;0.1936619718309859;0.22158098591549297
1996;0.6909314285714285;0.0;0.6909314285714285
1997;0.769932911392405;0.017721518987341773;0.7620962025316457
1998;0.7913645833333334;1.0;0.0
1999;0.8339747191011235;1.0;0.0
2000;0.8569297872340426;0.6712765957446809;0.23877127659574468
2001;0.7779309462915601;1.0;0.0
2002;0.8155852272727273;0.0;0.8155852272727273
2003;0.3865540069686411;0.0;0.3865540069686411
2004;0.8374629120879121;0.9917582417582418;0.00459478021978022
2005;0.7704559789750328;1.0;0.0
2006;0.8701034146341463;0.9980487804878049;0.0006985365853658536
2007;0.7634203389830508;1.0;0.0
2008;0.7642156862745099;1.0;0.0
2009;0.7662558746736292;1.0;0.0
2010;0.8351739130434783;0.8;0.12851304347826087
2011;0.7843308823529411;0.0;0.7843308823529411
2012;0.8514397163120567;1.0;0.0
2013;0.8496111111111111;0.9803921568627451;0.009696078431372549
2014;0.7636582278481012;1.0;0.0
2015;0.8572583333333333;1.0;0.0
2016;0.7963819599109131;1.0;0.0
