YEAR;VAR1_sum;VAR2_sum;VAR3_sum
1926;1187.71;1537.0;0.0
1927;495.6640000000001;1184.0;78.783
1928;1363.551;874.0;539.914
1929;1044.167;0.0;1044.167
1930;1487.672;1866.0;0.0
1931;900.8109999999999;882.0;323.368
1932;1308.9160000000002;1680.0;0.0
1933;571.635;729.0;0.0
1934;1023.108;1335.0;0.0
1935;690.749;0.0;690.749
1936;593.931;749.0;0.0
1937;1320.953;0.0;1320.953
1938;1108.448;1219.0;216.395
1939;134.419;201.0;0.0
1940;1364.705;208.0;1203.271
1941;865.037;1565.0;45.839
1942;1332.6689999999999;1711.0;0.0
1943;1458.623;0.0;1458.623
1944;1443.487;92.0;1400.3559999999998
1945;1497.859;1030.0;535.742
1946;1280.996;1283.0;147.74
1947;1079.235;0.0;1079.235
1948;1459.14;1822.0;0.0
1949;1131.993;1015.0;354.765
1950;1472.425;1850.0;1.109
1951;447.20900000000006;601.0;0.0
1952;784.181;1012.0;0.0
1953;1347.877;3.0;1346.6080000000002
1954;820.4359999999999;871.0;80.21000000000001
1955;935.945;1214.0;0.0
1956;1475.1460000000002;157.0;1381.881
1957;369.75300000000004;906.0;45.713
1958;1420.239;0.0;1420.239
1959;1052.489;1379.0;0.0
1960;354.057;485.0;0.0
1961;922.672;0.0;922.672
1962;1405.9850000000001;1385.0;186.15699999999998
1963;1303.763;499.0;847.606
1964;831.186;394.0;642.61
1965;117.27;0.0;117.27
1966;1405.7269999999999;850.0;636.3340000000001
1967;1358.2060000000001;0.0;1358.2060000000001
1968;1385.375;1776.0;0.0
1969;1325.284;0.0;1325.284
1970;1016.8;990.0;157.958
1971;253.05;376.0;0.0
1972;1138.279;276.0;909.3130000000001
1973;728.4929999999999;941.0;0.0
1974;879.543;0.0;879.543
1975;1400.9899999999998;1784.0;0.0
1976;99.374;128.0;0.0
1977;735.192;926.0;0.0
1978;724.807;897.0;0.0
1979;1036.789;369.0;706.4929999999999
1980;410.346;0.0;410.346
1981;1065.674;0.0;1065.674
1982;726.41;932.0;0.0
1983;1177.804;0.0;1177.804
1984;1202.77;0.0;1202.77
1985;948.318;1251.0;135.807
1986;748.588;967.0;0.0
1987;1000.8219999999999;0.0;1000.8219999999999
1988;970.2850000000001;0.0;970.2850000000001
1989;1429.517;586.0;914.6759999999999
1990;912.579;1195.0;0.0
1991;1284.8890000000001;0.0;1284.8890000000001
1992;1232.938;705.0;596.1949999999999
1993;854.649;174.0;713.221
1994;19.001;24.0;0.0
1995;703.211;1352.0;110.678
1996;950.1890000000001;0.0;950.1890000000001
1997;1482.41;702.0;856.836
1998;130.13699999999997;228.0;0.0
1999;963.788;1660.0;28.496000000000002
2000;1396.257;0.0;1396.257
2001;918.869;1206.0;0.0
2002;1016.5230000000001;0.0;1016.5230000000001
2003;1172.319;0.0;1172.319
2004;1476.536;1871.0;0.0
2005;1471.587;1127.0;426.44
2006;779.679;0.0;779.679
2007;1469.6640000000002;0.0;1469.6640000000002
2008;426.306;558.0;0.0
2009;1484.4160000000002;1874.0;0.947
2010;614.3140000000001;0.0;614.3140000000001
2011;916.53;0.0;916.53
2012;778.635;1550.0;34.422
2013;1021.2149999999999;684.0;531.124
2014;1199.199;44.0;1178.202
2015;1042.888;0.0;1042.888
2016;1393.893;1851.0;0.7909999999999999
