YEAR;VAR1_sum;VAR2_sum;VAR3_sum
1926;123.42300000000002;151.0;0.0
1927;56.93;20.0;40.76499999999999
1928;89.83800000000001;16.0;78.66000000000001
1929;55.601000000000006;0.0;55.601000000000006
1930;324.903;368.0;22.086
1931;21.592000000000002;4.0;18.84
1932;127.08999999999999;158.0;0.0
1933;9.158000000000001;13.0;0.0
1934;53.518;71.0;0.0
1935;145.46800000000002;164.0;4.789
1936;121.872;56.0;71.386
1937;329.206;0.0;329.206
1938;353.642;52.0;317.103
1939;20.525000000000002;26.0;0.0
1940;267.419;173.0;104.50399999999999
1941;355.01099999999997;419.0;0.0
1942;129.392;166.0;0.0
1943;125.517;138.0;7.904
1944;303.183;399.0;0.0
1945;60.419;75.0;0.0
1946;254.691;323.0;0.0
1947;129.164;0.0;129.164
1948;330.834;274.0;72.946
1949;368.789;441.0;0.0
1950;340.654;439.0;0.0
1951;6.308;11.0;0.0
1952;51.463;65.0;0.0
1953;170.25900000000001;219.0;0.422
1954;49.837;63.0;0.0
1955;42.32999999999999;53.0;0.0
1956;318.129;0.0;318.129
1957;9.508;14.0;5.824999999999999
1958;270.566;182.0;103.716
1959;278.389;362.0;0.0
1960;23.469000000000005;29.0;0.0
1961;213.05599999999998;243.0;6.714
1962;95.18599999999998;99.0;5.681
1963;287.59899999999993;381.0;0.0
1964;18.465;9.0;11.342
1965;69.766;0.0;69.766
1966;82.68199999999999;91.0;0.378
1967;144.095;0.0;144.095
1968;319.75299999999993;411.0;0.0
1969;18.93;17.0;3.68
1970;92.35100000000001;125.0;0.0
1971;4.65;9.0;0.0
1972;97.05;77.0;25.452
1973;55.897;35.0;22.472
1974;59.163000000000004;0.0;59.163000000000004
1975;198.172;252.0;0.0
1976;28.108;35.0;0.0
1977;236.19199999999998;297.0;0.0
1978;30.237000000000002;38.0;0.0
1979;111.216;79.0;38.997
1980;39.341;0.0;39.341
1981;341.97;442.0;0.0
1982;167.17899999999997;218.0;0.0
1983;261.762;0.0;261.762
1984;220.50100000000003;186.0;51.075
1985;295.18399999999997;250.0;69.023
1986;55.59400000000001;71.0;0.0
1987;359.522;371.0;20.119999999999997
1988;370.02099999999996;436.0;0.0
1989;38.363;0.0;38.363
1990;349.58199999999994;441.0;0.0
1991;353.879;0.0;353.879
1992;78.917;2.0;77.77
1993;45.175;54.0;0.0
1994;17.846;23.0;0.0
1995;6.687;12.0;3.2349999999999994
1996;40.876000000000005;0.0;40.876000000000005
1997;173.05200000000002;6.0;170.47200000000004
1998;22.128999999999998;27.0;0.0
1999;136.783;166.0;0.0
2000;318.506;203.0;130.584
2001;177.89;225.0;0.0
2002;64.439;0.0;64.439
2003;12.64;0.0;12.64
2004;282.452;326.0;0.0
2005;163.29000000000002;205.0;0.0
2006;348.486;401.0;0.0
2007;93.137;122.0;0.0
2008;17.292;24.0;0.0
2009;167.665;207.0;0.0
2010;87.31;79.0;13.34
2011;48.53399999999999;0.0;48.53399999999999
2012;374.937;442.0;0.0
2013;110.50999999999999;126.0;0.0
2014;13.292;18.0;0.0
2015;130.327;157.0;0.0
2016;204.65800000000002;260.0;0.0
